obs_datetime,filename,species,confidence_index,real_error
2017-10-07T23:25:18Z,ECC_20171007_232518_541.wav,Barbar,0.99,0.939733686063175
2017-10-14T19:22:18Z,ECC_20171014_192218_456.wav,Barbar,0.99,0.939733686063175
2017-11-09T17:50:47Z,ECC_20171109_175047_149.wav,Barbar,0.99,0.939733686063175
2017-11-15T17:18:00Z,ECC_20171115_171800_664.wav,Barbar,0.99,0.939733686063175
2017-11-15T17:53:21Z,ECC_20171115_175321_973.wav,Barbar,0.99,0.939733686063175
2018-04-26T21:44:57Z,ECC_20180426_214457_188.wav,Barbar,0.99,0.939733686063175
2018-06-08T01:29:38Z,ECC_20180608_012938_004.wav,Barbar,0.99,0.939733686063175
2018-07-14T22:34:55Z,ECC_20180714_223455_889.wav,Barbar,0.99,0.939733686063175
2018-07-25T22:22:19Z,ECC_20180725_222219_875.wav,Barbar,0.98,0.937876398385532
2018-08-12T22:31:30Z,ECC_20180812_223130_261.wav,Barbar,0.98,0.937876398385532
2017-11-09T18:16:27Z,ECC_20171109_181627_443.wav,Barbar,0.97,0.935965773041384
2017-11-16T17:13:43Z,ECC_20171116_171343_128.wav,Barbar,0.97,0.935965773041384
2018-07-30T21:46:13Z,ECC_20180730_214613_316.wav,Barbar,0.97,0.935965773041384
2018-08-03T02:10:54Z,ECC_20180803_021054_500.wav,Barbar,0.97,0.935965773041384
2018-08-16T20:42:39Z,ECC_20180816_204239_509.wav,Barbar,0.96,0.934000521116589
2018-08-16T23:27:21Z,ECC_20180816_232721_053.wav,Barbar,0.96,0.934000521116589
2017-09-28T19:33:03Z,ECC_20170928_193303_508.wav,Barbar,0.95,0.931979337676779
2018-07-31T21:33:30Z,ECC_20180731_213330_229.wav,Barbar,0.95,0.931979337676779
2018-06-14T01:16:05Z,ECC_20180614_011605_737.wav,Barbar,0.93,0.927763881396958
2017-11-01T17:51:13Z,ECC_20171101_175113_895.wav,Barbar,0.86,0.911049721488233
2018-08-15T01:58:24Z,ECC_20180815_015824_108.wav,Barbar,0.45,0.73124493108905
2018-08-15T02:36:47Z,ECC_20180815_023647_383.wav,Barbar,0.04,0.419549288798657
2018-07-31T21:07:26Z,ECC_20180731_210726_155.wav,Barbar,0.02,0.403889212511781
2018-07-31T23:32:47Z,ECC_20180731_233247_525.wav,Barbar,0.01,0.396129894699624
2018-04-19T21:25:47Z,ECC_20180419_212547_387.wav,Eptser,0.99,0.821395804256674
2018-07-13T21:48:43Z,ECC_20180713_214843_332.wav,Eptser,0.99,0.821395804256674
2018-07-15T22:19:09Z,ECC_20180715_221909_201.wav,Eptser,0.99,0.821395804256674
2018-07-16T01:41:48Z,ECC_20180716_014148_944.wav,Eptser,0.99,0.821395804256674
2018-07-17T01:43:26Z,ECC_20180717_014326_072.wav,Eptser,0.99,0.821395804256674
2018-07-17T21:34:59Z,ECC_20180717_213459_299.wav,Eptser,0.99,0.821395804256674
2018-07-20T21:25:51Z,ECC_20180720_212551_371.wav,Eptser,0.99,0.821395804256674
2018-07-20T23:25:53Z,ECC_20180720_232553_924.wav,Eptser,0.99,0.821395804256674
2018-07-22T23:05:30Z,ECC_20180722_230530_433.wav,Eptser,0.99,0.821395804256674
2018-07-22T23:05:35Z,ECC_20180722_230535_835.wav,Eptser,0.99,0.821395804256674
2018-07-25T01:27:13Z,ECC_20180725_012713_608.wav,Eptser,0.99,0.821395804256674
2018-07-25T01:33:38Z,ECC_20180725_013338_889.wav,Eptser,0.99,0.821395804256674
2018-07-26T01:08:46Z,ECC_20180726_010846_192.wav,Eptser,0.99,0.821395804256674
2018-07-30T22:52:10Z,ECC_20180730_225210_235.wav,Eptser,0.99,0.821395804256674
2018-07-31T00:47:19Z,ECC_20180731_004719_919.wav,Eptser,0.99,0.821395804256674
2018-07-31T21:26:00Z,ECC_20180731_212600_417.wav,Eptser,0.99,0.821395804256674
2018-07-31T21:26:24Z,ECC_20180731_212624_776.wav,Eptser,0.99,0.821395804256674
2018-07-31T21:26:37Z,ECC_20180731_212637_599.wav,Eptser,0.99,0.821395804256674
2018-07-31T21:26:39Z,ECC_20180731_212639_411.wav,Eptser,0.99,0.821395804256674
2018-07-31T21:26:46Z,ECC_20180731_212646_609.wav,Eptser,0.99,0.821395804256674
2018-07-31T21:28:03Z,ECC_20180731_212803_029.wav,Eptser,0.99,0.821395804256674
2018-07-31T21:28:05Z,ECC_20180731_212805_985.wav,Eptser,0.99,0.821395804256674
2018-07-31T21:28:08Z,ECC_20180731_212808_436.wav,Eptser,0.99,0.821395804256674
2018-07-31T21:28:09Z,ECC_20180731_212809_980.wav,Eptser,0.99,0.821395804256674
2018-08-01T01:00:02Z,ECC_20180801_010002_481.wav,Eptser,0.99,0.821395804256674
2018-08-02T01:29:12Z,ECC_20180802_012912_993.wav,Eptser,0.99,0.821395804256674
2018-08-02T01:31:23Z,ECC_20180802_013123_896.wav,Eptser,0.99,0.821395804256674
2018-08-02T21:13:13Z,ECC_20180802_211313_721.wav,Eptser,0.99,0.821395804256674
2018-08-08T20:59:20Z,ECC_20180808_205920_853.wav,Eptser,0.99,0.821395804256674
2018-08-08T22:12:25Z,ECC_20180808_221225_837.wav,Eptser,0.99,0.821395804256674
2018-08-09T01:16:55Z,ECC_20180809_011655_987.wav,Eptser,0.99,0.821395804256674
2018-08-09T01:51:12Z,ECC_20180809_015112_583.wav,Eptser,0.99,0.821395804256674
2018-08-14T01:57:48Z,ECC_20180814_015748_368.wav,Eptser,0.99,0.821395804256674
2018-08-14T02:59:49Z,ECC_20180814_025949_339.wav,Eptser,0.99,0.821395804256674
2018-08-15T02:21:42Z,ECC_20180815_022142_096.wav,Eptser,0.99,0.821395804256674
2018-08-15T02:29:11Z,ECC_20180815_022911_760.wav,Eptser,0.99,0.821395804256674
2018-08-15T20:37:07Z,ECC_20180815_203707_608.wav,Eptser,0.99,0.821395804256674
2018-08-15T20:38:37Z,ECC_20180815_203837_159.wav,Eptser,0.99,0.821395804256674
2018-08-15T21:26:01Z,ECC_20180815_212601_015.wav,Eptser,0.99,0.821395804256674
2018-08-15T21:26:05Z,ECC_20180815_212605_043.wav,Eptser,0.99,0.821395804256674
2017-09-28T21:43:22Z,ECC_20170928_214322_232.wav,Eptser,0.98,0.817624198413751
2017-09-28T22:09:10Z,ECC_20170928_220910_908.wav,Eptser,0.98,0.817624198413751
2017-09-28T22:24:33Z,ECC_20170928_222433_661.wav,Eptser,0.98,0.817624198413751
2017-10-08T18:59:47Z,ECC_20171008_185947_075.wav,Eptser,0.98,0.817624198413751
2018-04-19T21:13:35Z,ECC_20180419_211335_235.wav,Eptser,0.98,0.817624198413751
2018-06-20T01:30:04Z,ECC_20180620_013004_487.wav,Eptser,0.98,0.817624198413751
2018-07-07T21:42:59Z,ECC_20180707_214259_113.wav,Eptser,0.98,0.817624198413751
2018-07-13T21:23:44Z,ECC_20180713_212344_425.wav,Eptser,0.98,0.817624198413751
2018-07-13T21:56:36Z,ECC_20180713_215636_876.wav,Eptser,0.98,0.817624198413751
2018-07-15T01:34:07Z,ECC_20180715_013407_501.wav,Eptser,0.98,0.817624198413751
2018-07-16T01:41:33Z,ECC_20180716_014133_941.wav,Eptser,0.98,0.817624198413751
2018-07-19T00:23:23Z,ECC_20180719_002323_916.wav,Eptser,0.98,0.817624198413751
2018-07-19T21:42:07Z,ECC_20180719_214207_761.wav,Eptser,0.98,0.817624198413751
2018-07-19T21:43:06Z,ECC_20180719_214306_824.wav,Eptser,0.98,0.817624198413751
2018-07-19T21:52:31Z,ECC_20180719_215231_239.wav,Eptser,0.98,0.817624198413751
2018-07-20T00:37:41Z,ECC_20180720_003741_673.wav,Eptser,0.98,0.817624198413751
2018-07-20T21:25:47Z,ECC_20180720_212547_035.wav,Eptser,0.98,0.817624198413751
2018-07-21T21:25:03Z,ECC_20180721_212503_375.wav,Eptser,0.98,0.817624198413751
2018-07-21T23:01:32Z,ECC_20180721_230132_061.wav,Eptser,0.98,0.817624198413751
2018-07-22T01:28:19Z,ECC_20180722_012819_589.wav,Eptser,0.98,0.817624198413751
2018-07-23T21:53:39Z,ECC_20180723_215339_396.wav,Eptser,0.98,0.817624198413751
2018-07-23T21:55:18Z,ECC_20180723_215518_580.wav,Eptser,0.98,0.817624198413751
2018-07-23T22:40:26Z,ECC_20180723_224026_192.wav,Eptser,0.98,0.817624198413751
2018-07-25T01:27:12Z,ECC_20180725_012712_379.wav,Eptser,0.98,0.817624198413751
2018-07-26T22:16:59Z,ECC_20180726_221659_769.wav,Eptser,0.98,0.817624198413751
2018-07-31T21:06:02Z,ECC_20180731_210602_809.wav,Eptser,0.98,0.817624198413751
2018-07-31T21:27:11Z,ECC_20180731_212711_893.wav,Eptser,0.98,0.817624198413751
2018-07-31T21:29:40Z,ECC_20180731_212940_263.wav,Eptser,0.98,0.817624198413751
2018-08-02T02:08:09Z,ECC_20180802_020809_547.wav,Eptser,0.98,0.817624198413751
2018-08-02T02:19:51Z,ECC_20180802_021951_709.wav,Eptser,0.98,0.817624198413751
2018-08-03T01:27:37Z,ECC_20180803_012737_913.wav,Eptser,0.98,0.817624198413751
2018-08-07T20:32:57Z,ECC_20180807_203257_561.wav,Eptser,0.98,0.817624198413751
2018-08-08T22:26:31Z,ECC_20180808_222631_781.wav,Eptser,0.98,0.817624198413751
2018-08-09T01:58:57Z,ECC_20180809_015857_375.wav,Eptser,0.98,0.817624198413751
2018-08-14T02:47:47Z,ECC_20180814_024747_999.wav,Eptser,0.98,0.817624198413751
2018-08-15T20:14:30Z,ECC_20180815_201430_163.wav,Eptser,0.98,0.817624198413751
2018-08-15T20:31:59Z,ECC_20180815_203159_445.wav,Eptser,0.98,0.817624198413751
2018-08-15T20:56:38Z,ECC_20180815_205638_345.wav,Eptser,0.98,0.817624198413751
2018-08-18T20:35:27Z,ECC_20180818_203527_085.wav,Eptser,0.98,0.817624198413751
2017-09-28T21:51:54Z,ECC_20170928_215154_419.wav,Eptser,0.97,0.813791002609476
2018-07-13T01:21:24Z,ECC_20180713_012124_945.wav,Eptser,0.97,0.813791002609476
2018-07-17T02:20:01Z,ECC_20180717_022001_503.wav,Eptser,0.97,0.813791002609476
2018-07-20T21:25:19Z,ECC_20180720_212519_680.wav,Eptser,0.97,0.813791002609476
2018-07-20T21:44:14Z,ECC_20180720_214414_625.wav,Eptser,0.97,0.813791002609476
2018-07-20T23:04:23Z,ECC_20180720_230423_443.wav,Eptser,0.97,0.813791002609476
2018-07-23T21:55:14Z,ECC_20180723_215514_376.wav,Eptser,0.97,0.813791002609476
2018-07-24T01:09:26Z,ECC_20180724_010926_443.wav,Eptser,0.97,0.813791002609476
2018-07-25T01:40:14Z,ECC_20180725_014014_133.wav,Eptser,0.97,0.813791002609476
2018-07-31T21:26:21Z,ECC_20180731_212621_548.wav,Eptser,0.97,0.813791002609476
2018-08-01T01:48:24Z,ECC_20180801_014824_221.wav,Eptser,0.97,0.813791002609476
2018-08-07T20:35:26Z,ECC_20180807_203526_756.wav,Eptser,0.97,0.813791002609476
2018-08-14T02:47:49Z,ECC_20180814_024749_505.wav,Eptser,0.97,0.813791002609476
2018-08-15T01:58:20Z,ECC_20180815_015820_187.wav,Eptser,0.97,0.813791002609476
2018-08-15T02:21:40Z,ECC_20180815_022140_755.wav,Eptser,0.97,0.813791002609476
2018-08-15T20:38:31Z,ECC_20180815_203831_496.wav,Eptser,0.97,0.813791002609476
2018-08-15T20:56:34Z,ECC_20180815_205634_097.wav,Eptser,0.97,0.813791002609476
2018-08-15T20:56:42Z,ECC_20180815_205642_252.wav,Eptser,0.97,0.813791002609476
2018-07-13T02:18:26Z,ECC_20180713_021826_221.wav,Eptser,0.96,0.809895972604898
2018-07-21T21:16:37Z,ECC_20180721_211637_593.wav,Eptser,0.96,0.809895972604898
2018-07-21T21:28:12Z,ECC_20180721_212812_461.wav,Eptser,0.96,0.809895972604898
2018-07-24T21:07:26Z,ECC_20180724_210726_892.wav,Eptser,0.96,0.809895972604898
2018-07-26T21:47:18Z,ECC_20180726_214718_205.wav,Eptser,0.96,0.809895972604898
2018-07-26T22:31:57Z,ECC_20180726_223157_651.wav,Eptser,0.96,0.809895972604898
2018-07-26T23:08:43Z,ECC_20180726_230843_849.wav,Eptser,0.96,0.809895972604898
2018-07-30T22:01:07Z,ECC_20180730_220107_500.wav,Eptser,0.96,0.809895972604898
2018-07-30T22:02:55Z,ECC_20180730_220255_719.wav,Eptser,0.96,0.809895972604898
