Filename,Roeroe,Tetvir,FreqM,FreqP,FreqC,Tstart,Tend,NbCris,DurMed,Dur90,Ampm50,Ampm90,AmpSMd,DiffME,SR,Order,Ind,SpMaxF2,Version
SR2_20170615_211701_000.wav,0.012,0.012,52,49.5,48,0,0.9,10,3,5,24.6,70.4,9,18.9,192000,N1,0.782,Pippip,5
SR2_20170615_212003_000.wav,0.022,0.02,52,49.5,48,0,0.9,14,3,7,30.9,135,10,21.3,192000,N1,0.76,Pippip,5
SR2_20170615_224330_000.wav,0.086,0.112,38,36,30,0,1.5,15,6,10,17.2,82.9,6,9.5,192000,N1,0.398,Eptser,5
SR2_20170617_215856_000.wav,0.02,0.024,70,64.1,60.4,0,1.5,23,2,5,57,271.3,19,41.1,192000,N1,0.712,Pippip,5
SR2_20170618_022919_000.wav,0.022,0.04,56,49.5,48,0,1.2,18,4,12,54.6,154,13,45.6,192000,N1,0.82,Pippip,5
SR2_20170620_002831_000.wav,0.024,0.03,55,46.5,45,0,2,25,6,11,51.5,156.5,12,23.4,192000,N1,0.724,Pippip,5
SR2_20170622_023439_000.wav,0.018,0.076,47,44.2,42.8,0,1,11,6,10,20.1,73.6,7,12.4,192000,N1,0.68,Pippip,5
SR2_20170622_231133_000.wav,0.116,0.06,49,47.2,45.4,0,0.4,8,4,7,23.8,81.4,9,13.5,192000,N1,0.782,Pippip,5
SR2_20170623_212530_000.wav,0.004,0.012,52,46.5,45.4,0,0.8,9,6,8,47.5,103.7,10,19,192000,N1,0.83,Pippip,5
SR2_20170623_212551_000.wav,0.042,0.038,56,53.2,46.5,0,1.2,16,3,6,47.1,130.6,11,28.1,192000,N1,0.848,Pippip,5
SR2_20170623_212903_000.wav,0.024,0.028,52,52.5,46.5,0,1.1,12,4,6,35.4,134.5,10,18.3,192000,N1,0.766,Pippip,5
SR2_20170623_221930_000.wav,0.028,0.058,50,44.6,43.5,0,1.3,16,4,7,44.6,116.4,12,24.6,192000,N1,0.71,Pippip,5
SR2_20170624_021003_000.wav,0.002,0.002,53,45,44.2,0,0.6,6,4,6,62.7,108.4,13,27.9,192000,N1,0.656,Pippip,5
SR2_20170624_232323_000.wav,0.06,0.054,49,45.8,43.5,0,1.1,28,6,14,38.2,129.9,13,22.3,192000,N1,0.744,Pippip,5
SR2_20170625_024621_000.wav,0.04,0.06,52,46.9,44.2,0,3,57,5,21,66.8,235,19,50.5,192000,N1,0.852,Pippip,5
