Group.1,Aposyl,Barbar,bird,chirp,Chobru,Condor,Confus,criq,Eptser,Homsap,Inssp5,Inssp6,Inssp7,Lamsp.,Leppun,mamm,Metbra,Micagr,Micmin,Mussp,Myoalc,Myobec,Myobra,Myodau,Myomys,Myonat,noise,Nyclei,Nycnoc,Omovir,Pelrid,Phafal,Phogri,Pipnat,Pippip,Pippyg,Plaalb,Pleaur,Ratnor,Rhifer,Rhihip,Roeroe,Tetvir,FreqM,FreqP,FreqC,Tstart,Tend,NbCris,DurMed,Dur90,Ampm50,Ampm90,AmpSMd,DiffME,SR,Order,Ind,SpMaxF2,Version
SR2_20170615_211701_000.wav,0.006,0.052,0.016,0.002,0,0.016,0.014,0,0.032,0,0.002,0.002,0.006,0.006,0.018,0.012,0.004,0,0.004,0.002,0.028,0.01,0.044,0.088,0.062,0.018,0.07,0.024,0.018,0,0,0.008,0.018,0.1,0.782,0.162,0.014,0.036,0.018,0.032,0.124,0.012,0.012,52,49.5,48,0,0.9,10,3,5,24.6,70.4,9,18.9,192000,N1,0.782,Pippip,5
SR2_20170615_212003_000.wav,0.024,0.04,0.02,0.004,0,0.022,0.048,0,0.02,0,0.002,0.006,0.004,0.03,0.116,0.01,0.01,0.002,0,0.002,0.04,0.022,0.044,0.092,0.096,0.026,0.298,0.022,0.02,0,0,0.002,0.068,0.09,0.76,0.192,0.032,0.024,0.012,0.034,0.12,0.022,0.02,52,49.5,48,0,0.9,14,3,7,30.9,135,10,21.3,192000,N1,0.76,Pippip,5
SR2_20170615_224330_000.wav,0.016,0.142,0.046,0.002,0,0.062,0.036,0,0.398,0.004,0.002,0.006,0.01,0.008,0.074,0.048,0.078,0.006,0.002,0.006,0.014,0.036,0.034,0.184,0.058,0.126,0.084,0.164,0.158,0.002,0,0.002,0.042,0.102,0.184,0.232,0.096,0.266,0.016,0.016,0.016,0.086,0.112,38,36,30,0,1.5,15,6,10,17.2,82.9,6,9.5,192000,N1,0.398,Eptser,5
SR2_20170617_215856_000.wav,0.006,0.076,0.032,0.004,0.002,0.02,0.03,0,0.034,0.002,0.01,0.01,0.006,0.058,0.052,0.006,0.01,0.002,0.002,0.002,0.046,0.044,0.058,0.112,0.102,0.07,0.388,0.03,0.016,0,0,0.008,0.062,0.1,0.712,0.392,0.05,0.09,0.016,0.246,0.214,0.02,0.024,70,64.1,60.4,0,1.5,23,2,5,57,271.3,19,41.1,192000,N1,0.712,Pippip,5
SR2_20170618_022919_000.wav,0.008,0.026,0.022,0.002,0,0.024,0.018,0,0.048,0.006,0.004,0.004,0.012,0.04,0.03,0.018,0.008,0.002,0.002,0.004,0.042,0.076,0.034,0.086,0.086,0.14,0.18,0.038,0.056,0,0,0.004,0.024,0.102,0.82,0.23,0.028,0.034,0.018,0.064,0.158,0.022,0.04,56,49.5,48,0,1.2,18,4,12,54.6,154,13,45.6,192000,N1,0.82,Pippip,5
SR2_20170620_002831_000.wav,0.01,0.042,0.022,0.004,0,0.022,0.012,0,0.046,0.002,0.002,0.002,0.008,0.012,0.04,0.012,0.012,0.002,0.006,0.002,0.046,0.032,0.042,0.102,0.116,0.056,0.094,0.068,0.034,0,0,0.002,0.024,0.316,0.724,0.208,0.024,0.034,0.016,0.166,0.148,0.024,0.03,55,46.5,45,0,2,25,6,11,51.5,156.5,12,23.4,192000,N1,0.724,Pippip,5
SR2_20170622_023439_000.wav,0.01,0.034,0.024,0.004,0,0.012,0.01,0,0.088,0.004,0.002,0.006,0.004,0.024,0.026,0.01,0.006,0.008,0.004,0.002,0.012,0.012,0.03,0.086,0.054,0.018,0.19,0.044,0.028,0,0,0.002,0.036,0.41,0.68,0.126,0.028,0.028,0.022,0.04,0.03,0.018,0.076,47,44.2,42.8,0,1,11,6,10,20.1,73.6,7,12.4,192000,N1,0.68,Pippip,5
SR2_20170622_231133_000.wav,0.044,0.058,0.03,0.002,0.002,0.038,0.018,0,0.04,0.004,0.006,0.002,0.014,0.03,0.022,0.048,0.004,0.006,0,0.002,0.044,0.038,0.048,0.104,0.084,0.084,0.092,0.036,0.038,0.002,0,0.004,0.034,0.094,0.782,0.108,0.02,0.042,0.018,0.032,0.052,0.116,0.06,49,47.2,45.4,0,0.4,8,4,7,23.8,81.4,9,13.5,192000,N1,0.782,Pippip,5
SR2_20170623_212530_000.wav,0.014,0.034,0.024,0.004,0.002,0.008,0.01,0,0.018,0,0.004,0,0.004,0.006,0.03,0.008,0.008,0.004,0.004,0,0.034,0.02,0.032,0.068,0.072,0.012,0.046,0.022,0.024,0,0,0.002,0.018,0.194,0.83,0.104,0.008,0.018,0.014,0.016,0.042,0.004,0.012,52,46.5,45.4,0,0.8,9,6,8,47.5,103.7,10,19,192000,N1,0.83,Pippip,5
SR2_20170623_212551_000.wav,0.01,0.05,0.026,0.002,0,0.038,0.048,0,0.032,0.008,0.004,0.006,0.008,0.04,0.114,0.02,0.022,0.008,0.002,0.002,0.078,0.052,0.058,0.136,0.1,0.042,0.42,0.022,0.018,0,0,0.002,0.078,0.11,0.848,0.134,0.054,0.042,0.014,0.058,0.094,0.042,0.038,56,53.2,46.5,0,1.2,16,3,6,47.1,130.6,11,28.1,192000,N1,0.848,Pippip,5
SR2_20170623_212903_000.wav,0.01,0.048,0.038,0.002,0.002,0.014,0.018,0,0.04,0,0.006,0.004,0.01,0.022,0.034,0.012,0.02,0,0.002,0.004,0.042,0.02,0.046,0.126,0.092,0.072,0.248,0.04,0.034,0.002,0,0.002,0.04,0.134,0.766,0.12,0.018,0.028,0.008,0.068,0.134,0.024,0.028,52,52.5,46.5,0,1.1,12,4,6,35.4,134.5,10,18.3,192000,N1,0.766,Pippip,5
