Filename,Roeroe,Tetvir,FreqM,FreqP,FreqC,Tstart,Tend,NbCris,DurMed,Dur90,Ampm50,Ampm90,AmpSMd,DiffME,SR,Order,Ind,SpMaxF2,Version
SR2_20160219_171303_317.wav,0.022,0.074,35,24.4,12.8,0,0.5,2,3,9,68.5,442.6,32,62.1,192000,N1,0.494,noise,5
SR2_20160219_171321_363.wav,0.06,0.144,33,14.2,15.8,0,0.5,7,2,7,48.8,368.9,20,43.5,192000,N1,0.464,noise,5
SR2_20160219_171404_000.wav,0.03,0.108,14,11.2,12.8,0,0.9,3,2,18,54.9,324.6,26,49.1,192000,N1,0.598,noise,5
SR2_20160219_171410_076.wav,0.046,0.266,16,15.8,15.8,0,0.6,14,6,12,16.6,54.7,7,13.1,192000,N1,0.498,noise,5
SR2_20160219_171433_879.wav,0.04,0.094,13,12.4,10.9,0,0.5,4,3,11,21.9,300.8,10,16.7,192000,N1,0.59,noise,5
SR2_20160219_171442_791.wav,0.048,0.136,16,16.5,16.5,0,0.2,5,4,15,9.5,88.5,5,5.8,192000,N1,0.272,noise,5
SR2_20160219_171528_329.wav,0.062,0.464,15,15.8,12.4,0,1,42,1,4,29.3,97.7,13,20.7,192000,N1,0.626,noise,5
SR2_20160219_175624_020.wav,0.004,0.018,67,71.2,54.8,0,0.1,2,1,1,442.8,775,207,439.8,192000,N1,0.544,noise,5
SR2_20160219_205946_097.wav,0.034,0.108,14,15,15,0,0.6,5,0,1,53.5,275.4,23,50,192000,N1,0.694,noise,5
SR2_20160219_230528_244.wav,0.004,0.032,47,45.8,45.8,0,0.3,4,2,2,26,85.4,9,10.7,192000,N1,0.752,Pippip,5
SR2_20160219_230539_648.wav,0.038,0.052,50,46.9,45.4,0,1.2,13,5,15,47.1,124.1,13,32.3,192000,N1,0.822,Pippip,5
SR2_20160219_230559_820.wav,0.034,0.052,52,46.5,45.8,0,3.3,69,5,28,109.1,203.3,29,94.3,192000,N1,0.864,Pippip,5
SR2_20160219_231428_733.wav,0.02,0.046,52,47.2,45.8,0,3.5,41,5,29,93.8,185.7,29,76.1,192000,N1,0.912,Pippip,5
SR2_20160220_051404_000.wav,0.018,0.082,10,9.8,8.2,0.4,0.5,1,0,0,16.9,16.9,7,8.4,192000,N1,0.606,noise,5
SR2_20160220_064404_000.wav,0.032,0.038,35,35.2,35.2,0.5,1.1,2,0,1,22,28.5,7,16,192000,N1,0.458,noise,5
SR2_20160220_164600_000.wav,0.004,0.002,51,50.2,48,0.5,0.6,1,0,0,328.2,328.2,162,327.8,192000,N1,0.4,noise,5
SR2_20160220_171845_596.wav,0.02,0.088,28,28.1,21.4,0,1,2,1,1,52.7,769.2,24,35.8,192000,N1,0.506,noise,5
SR2_20160220_181241_799.wav,0.038,0.108,26,22.9,25.1,0,0.1,2,1,2,87.8,461,36,74.2,192000,N1,0.414,noise,5
SR2_20160220_181300_401.wav,0.028,0.144,14,14.2,15.4,0,0.8,2,1,1,50.9,353.6,23,31.3,192000,N1,0.58,noise,5
SR2_20160220_181357_901.wav,0.066,0.09,34,35.2,12.8,0,1.1,10,1,1,48.5,255,20,37.6,192000,N1,0.726,noise,5
SR2_20160220_181400_207.wav,0.032,0.144,42,39.4,35.2,0,1.3,19,1,2,91.7,773.7,38,85.4,192000,N1,0.732,noise,5
SR2_20160220_181412_977.wav,0.044,0.04,44,43.5,28.9,0,1.1,7,0,1,65.3,306.6,30,53.2,192000,N1,0.668,noise,5
SR2_20160220_181427_520.wav,0.056,0.116,14,15,14.2,0,1,14,1,1,44.5,162.5,22,38.3,192000,N1,0.724,noise,5
SR2_20160220_181448_480.wav,0.046,0.104,41,39.4,38.6,0,0.9,17,0,1,55,127,23,49.4,192000,N1,0.682,noise,5
