Group.1,Aposyl,Barbar,bird,chirp,Chobru,Condor,Confus,criq,Eptser,Homsap,Inssp5,Inssp6,Inssp7,Lamsp.,Leppun,mamm,Metbra,Micagr,Micmin,Mussp,Myoalc,Myobec,Myobra,Myodau,Myomys,Myonat,noise,Nyclei,Nycnoc,Omovir,Pelrid,Phafal,Phogri,Pipnat,Pippip,Pippyg,Plaalb,Pleaur,Ratnor,Rhifer,Rhihip,Roeroe,Tetvir,FreqM,FreqP,FreqC,Tstart,Tend,NbCris,DurMed,Dur90,Ampm50,Ampm90,AmpSMd,DiffME,SR,Order,Ind,SpMaxF2,Version
SR2_20160219_171303_317.wav,0.012,0.016,0.054,0.006,0.002,0.018,0.048,0,0.024,0.018,0.016,0.008,0.004,0.068,0.124,0.022,0.008,0,0,0.008,0.008,0.008,0.008,0.038,0.016,0.026,0.494,0.024,0.012,0.004,0,0.018,0.136,0.014,0.02,0.028,0.068,0.026,0.002,0.006,0.01,0.022,0.074,35,24.4,12.8,0,0.5,2,3,9,68.5,442.6,32,62.1,192000,N1,0.494,noise,5
SR2_20160219_171321_363.wav,0.016,0.02,0.094,0.004,0.006,0.034,0.042,0,0.03,0.014,0.034,0.016,0.006,0.11,0.152,0.024,0.014,0.002,0,0.01,0.034,0.014,0.048,0.07,0.072,0.058,0.464,0.078,0.02,0,0,0.022,0.278,0.046,0.086,0.066,0.062,0.038,0.006,0.006,0.02,0.06,0.144,33,14.2,15.8,0,0.5,7,2,7,48.8,368.9,20,43.5,192000,N1,0.464,noise,5
SR2_20160219_171404_000.wav,0.028,0.024,0.072,0.006,0.002,0.012,0.024,0,0.024,0.032,0.022,0.006,0.006,0.02,0.232,0.046,0.004,0.004,0,0.006,0,0.004,0.006,0.018,0.018,0.016,0.598,0.038,0.022,0.002,0,0.03,0.358,0.014,0.024,0.03,0.078,0.056,0.002,0.004,0.006,0.03,0.108,14,11.2,12.8,0,0.9,3,2,18,54.9,324.6,26,49.1,192000,N1,0.598,noise,5
SR2_20160219_171410_076.wav,0.134,0.04,0.228,0.01,0.004,0.028,0.032,0.002,0.062,0.02,0.014,0.018,0.046,0.046,0.178,0.084,0.01,0.008,0.002,0.026,0.01,0.01,0.014,0.054,0.02,0.042,0.498,0.124,0.226,0.002,0,0.014,0.328,0.104,0.36,0.252,0.094,0.038,0.03,0.036,0.058,0.046,0.266,16,15.8,15.8,0,0.6,14,6,12,16.6,54.7,7,13.1,192000,N1,0.498,noise,5
SR2_20160219_171433_879.wav,0.032,0.016,0.1,0,0.004,0.03,0.108,0.006,0.03,0.034,0.022,0.006,0.004,0.022,0.122,0.03,0.024,0.002,0.002,0.012,0.016,0.008,0.012,0.032,0.032,0.018,0.59,0.034,0.032,0,0,0.032,0.406,0.034,0.062,0.026,0.088,0.028,0.004,0.002,0.024,0.04,0.094,13,12.4,10.9,0,0.5,4,3,11,21.9,300.8,10,16.7,192000,N1,0.59,noise,5
SR2_20160219_171442_791.wav,0.12,0.016,0.256,0.008,0.006,0.012,0.02,0,0.032,0.02,0.002,0.002,0.014,0.002,0.104,0.108,0.012,0.044,0.002,0.022,0.002,0.002,0.004,0.028,0.008,0.008,0.272,0.07,0.182,0.002,0,0.004,0.152,0.176,0.08,0.066,0.046,0.022,0.054,0.018,0.008,0.048,0.136,16,16.5,16.5,0,0.2,5,4,15,9.5,88.5,5,5.8,192000,N1,0.272,noise,5
SR2_20160219_171528_329.wav,0.036,0.046,0.12,0.002,0.014,0.092,0.158,0.004,0.064,0.042,0.036,0.014,0.04,0.142,0.26,0.05,0.026,0.002,0,0.01,0.012,0.018,0.034,0.08,0.03,0.088,0.626,0.054,0.042,0.004,0.002,0.056,0.386,0.1,0.1,0.076,0.262,0.03,0.016,0.026,0.058,0.062,0.464,15,15.8,12.4,0,1,42,1,4,29.3,97.7,13,20.7,192000,N1,0.626,noise,5
SR2_20160219_175624_020.wav,0.008,0.01,0.03,0,0,0.03,0.05,0,0.018,0.006,0.004,0.002,0,0.012,0.072,0.01,0.018,0,0,0,0.012,0.028,0.022,0.034,0.036,0.018,0.544,0.012,0.012,0,0,0.014,0.05,0.008,0.062,0.016,0.042,0.012,0,0.002,0.026,0.004,0.018,67,71.2,54.8,0,0.1,2,1,1,442.8,775,207,439.8,192000,N1,0.544,noise,5
SR2_20160219_205946_097.wav,0.014,0.008,0.07,0.004,0.002,0.032,0.048,0,0.02,0.01,0.018,0.01,0.008,0.05,0.19,0.016,0.004,0.002,0,0.004,0.008,0.026,0.008,0.024,0.01,0.018,0.694,0.014,0.01,0.002,0,0.022,0.098,0.018,0.036,0.024,0.066,0.028,0.004,0.004,0.004,0.034,0.108,14,15,15,0,0.6,5,0,1,53.5,275.4,23,50,192000,N1,0.694,noise,5
SR2_20160219_230528_244.wav,0.018,0.056,0.024,0.002,0,0.004,0.004,0,0.034,0.002,0,0,0.004,0.006,0.014,0.028,0.004,0.004,0,0,0.006,0.004,0.014,0.034,0.042,0.002,0.042,0.042,0.048,0,0,0,0.012,0.11,0.752,0.092,0.004,0.026,0.012,0.018,0.04,0.004,0.032,47,45.8,45.8,0,0.3,4,2,2,26,85.4,9,10.7,192000,N1,0.752,Pippip,5
