Group.1,Aposyl,Barbar,bird,chirp,Chobru,Condor,Confus,criq,Eptser,Homsap,Inssp5,Inssp6,Inssp7,Lamsp.,Leppun,mamm,Metbra,Micagr,Micmin,Mussp,Myoalc,Myobec,Myobra,Myodau,Myomys,Myonat,noise,Nyclei,Nycnoc,Omovir,Pelrid,Phafal,Phogri,Pipnat,Pippip,Pippyg,Plaalb,Pleaur,Ratnor,Rhifer,Rhihip,Roeroe,Tetvir,FreqM,FreqP,FreqC,Tstart,Tend,NbCris,DurMed,Dur90,Ampm50,Ampm90,AmpSMd,DiffME,SR,Order,Ind,SpMaxF2,Version
SR2_20160601_201631_917.wav,0.042,0.018,0.226,0.006,0.006,0.018,0.032,0.002,0.018,0.052,0.018,0.004,0.016,0.032,0.132,0.038,0.01,0.004,0,0.01,0.008,0.038,0.018,0.042,0.018,0.038,0.486,0.038,0.026,0.002,0,0.022,0.358,0.026,0.06,0.042,0.082,0.026,0.008,0.006,0.064,0.04,0.242,12,9.8,7.5,0,1.1,13,4,11,20.4,63.1,9,15.2,192000,N1,0.486,noise,5
SR2_20160601_203618_165.wav,0.002,0.01,0.052,0.002,0,0.01,0.026,0,0.022,0.006,0.002,0.002,0,0.002,0.056,0.006,0,0,0,0,0.002,0.024,0.012,0.018,0.02,0.096,0.39,0.014,0.004,0,0,0.01,0.04,0.008,0.046,0.02,0.026,0.028,0,0.002,0.01,0.006,0.026,37,15,13.5,0,0.1,1,2,2,658.5,658.5,325,657,192000,N1,0.39,noise,5
SR2_20160601_210345_588.wav,0.03,0.024,0.152,0.004,0.002,0.004,0.012,0,0.022,0.012,0.002,0,0,0,0.058,0.03,0.004,0,0,0.01,0.002,0.006,0.004,0.026,0.01,0.014,0.284,0.04,0.042,0,0,0.008,0.124,0.012,0.042,0.03,0.048,0.046,0.002,0.004,0.004,0.02,0.17,20,15,14.2,0,0.3,1,11,17,179.5,312.9,75,165.1,192000,N1,0.284,noise,5
SR2_20160601_212822_804.wav,0,0.006,0.012,0,0,0.014,0.046,0,0.014,0.004,0.002,0,0,0.008,0.074,0,0.008,0,0,0,0.002,0.044,0.004,0.012,0.024,0.024,0.524,0.016,0.004,0,0,0.012,0.022,0.006,0.026,0.02,0.034,0.014,0,0.004,0,0.002,0.018,43,38.2,38.2,0,0.1,1,1,1,856.8,856.8,427,845.3,192000,N1,0.524,noise,5
SR2_20160601_213216_979.wav,0.048,0.016,0.106,0.004,0.002,0.014,0.014,0.002,0.018,0.012,0.002,0.002,0.002,0.008,0.14,0.044,0.016,0,0,0.01,0,0.004,0.004,0.008,0.008,0,0.26,0.058,0.054,0.002,0,0.008,0.122,0.016,0.036,0.036,0.084,0.026,0.002,0.002,0.004,0.016,0.06,23,28.1,8.2,0,0.1,2,10,14,91.6,150.5,40,86.8,192000,N1,0.26,noise,5
SR2_20160601_214636_088.wav,0.008,0.018,0.068,0.004,0.002,0.02,0.042,0,0.004,0.016,0.008,0.004,0.014,0.036,0.218,0.01,0.002,0.004,0,0.002,0.002,0.004,0.012,0.016,0.03,0.03,0.394,0.018,0.014,0,0,0.016,0.114,0.022,0.052,0.024,0.074,0.066,0.004,0.006,0.02,0.022,0.122,24,24,24,0,0.7,2,0,0,63,80.3,21,51.7,192000,N1,0.394,noise,5
SR2_20160601_215929_483.wav,0.01,0.008,0.088,0.01,0.008,0.01,0.03,0.002,0.012,0.04,0.006,0,0.006,0.008,0.106,0.016,0.004,0.006,0,0.012,0,0.03,0.004,0.03,0.034,0.028,0.51,0.016,0.016,0.002,0,0.012,0.184,0.002,0.032,0.016,0.06,0.03,0,0.002,0,0.02,0.052,10,9.8,9.4,0,0.2,3,4,6,25,584.4,10,15.8,192000,N1,0.51,noise,5
SR2_20160601_220507_495.wav,0,0.008,0.038,0.004,0,0.01,0.028,0,0.016,0.01,0.012,0,0,0.006,0.058,0.006,0,0,0,0.004,0.004,0.022,0.012,0.04,0.024,0.082,0.386,0.008,0.006,0,0,0.006,0.03,0.002,0.064,0.018,0.044,0.01,0,0.002,0.002,0.014,0.024,43,14.2,12.8,0,0.1,1,1,1,646,646,344,638.3,192000,N1,0.386,noise,5
SR2_20160601_221714_201.wav,0.008,0.016,0.04,0.01,0.004,0.03,0.088,0,0.014,0.014,0.01,0.006,0.014,0.068,0.202,0.012,0.012,0.002,0,0.002,0.014,0.028,0.02,0.034,0.04,0.064,0.766,0.028,0.012,0.002,0,0.022,0.086,0.02,0.054,0.036,0.188,0.03,0.004,0.008,0.008,0.04,0.052,31,21.4,22.9,0,0.9,6,1,2,33.9,523.9,16,27.6,192000,N1,0.766,noise,5
SR2_20160601_222353_335.wav,0.02,0.026,0.084,0.002,0,0.018,0.048,0,0.024,0.024,0.01,0.01,0.002,0.062,0.144,0.018,0.012,0.002,0,0.006,0.014,0.016,0.04,0.06,0.04,0.044,0.434,0.03,0.016,0,0.002,0.03,0.176,0.014,0.056,0.04,0.094,0.07,0.002,0.006,0.024,0.06,0.146,46,45,25.5,0,0.9,4,1,1,53.5,258.6,25,28.3,192000,N1,0.434,noise,5
