"filename","obs_datetime","species_auto","conf_intvl","sucess","species_man","validator","validator_comments"
"SR2_20180723_211434_000.wav",2018-07-23 21:14:34,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20180715_025620_000.wav",2018-07-15 02:56:20,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20171014_171948_000.wav",2017-10-14 17:19:48,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20180726_223042_000.wav",2018-07-26 22:30:42,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20180722_211713_000.wav",2018-07-22 21:17:13,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20180716_210825_000.wav",2018-07-16 21:08:25,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20151021_185726_875.wav",2015-10-21 18:57:26,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20171014_171730_000.wav",2017-10-14 17:17:30,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20180722_211345_000.wav",2018-07-22 21:13:45,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20180719_205532_000.wav",2018-07-19 20:55:32,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20170823_211419_000.wav",2017-08-23 21:14:19,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20180728_203857_000.wav",2018-07-28 20:38:57,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20180723_211122_000.wav",2018-07-23 21:11:22,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20160908_200337_000.wav",2016-09-08 20:03:37,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20180719_231435_000.wav",2018-07-19 23:14:35,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20171018_174947_000.wav",2017-10-18 17:49:47,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20170904_191804_000.wav",2017-09-04 19:18:04,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20170913_190651_000.wav",2017-09-13 19:06:51,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20171015_171756_000.wav",2017-10-15 17:17:56,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20151021_193122_964.wav",2015-10-21 19:31:22,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20180722_211720_000.wav",2018-07-22 21:17:20,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20171014_171439_000.wav",2017-10-14 17:14:39,"Nycnoc",10,FALSE,"-","-","-"
