Group.1,Aposyl,Barbar,bird,chirp,Chobru,Condor,Confus,criq,Eptser,Homsap,Inssp5,Inssp6,Inssp7,Lamsp.,Leppun,mamm,Metbra,Micagr,Micmin,Mussp,Myoalc,Myobec,Myobra,Myodau,Myomys,Myonat,noise,Nyclei,Nycnoc,Omovir,Pelrid,Phafal,Phogri,Pipnat,Pippip,Pippyg,Plaalb,Pleaur,Ratnor,Rhifer,Rhihip,Roeroe,Tetvir,FreqM,FreqP,FreqC,Tstart,Tend,NbCris,DurMed,Dur90,Ampm50,Ampm90,AmpSMd,DiffME,SR,Order,Ind,SpMaxF2,Version
SR2_20151218_162210_493.wav,0.026,0.026,0.082,0.002,0.008,0.078,0.128,0.002,0.05,0.018,0.022,0.018,0.014,0.092,0.126,0.036,0.026,0.002,0.002,0.016,0.014,0.022,0.032,0.074,0.036,0.082,0.66,0.078,0.03,0.008,0,0.036,0.248,0.066,0.062,0.058,0.102,0.064,0.006,0.018,0.048,0.156,0.342,14,13.5,12.8,0,1,51,2,9,26.4,77.7,11,21.5,192000,N1,0.66,noise,5
SR2_20151218_162211_881.wav,0.04,0.028,0.134,0.002,0.012,0.064,0.15,0.004,0.038,0.034,0.032,0.02,0.016,0.136,0.378,0.078,0.04,0.004,0.002,0.01,0.03,0.024,0.056,0.116,0.036,0.122,0.762,0.056,0.028,0.008,0.002,0.05,0.298,0.046,0.128,0.074,0.166,0.062,0.018,0.018,0.028,0.098,0.404,14,13.5,12,0,1.5,58,2,10,33.7,117.2,15,27.9,192000,N1,0.762,noise,5
SR2_20151218_162330_749.wav,0.028,0.01,0.116,0,0.004,0.014,0.054,0,0.03,0.016,0.01,0.004,0.002,0.01,0.06,0.022,0.014,0.002,0,0.004,0.004,0.01,0.006,0.02,0.016,0.032,0.622,0.07,0.032,0.002,0,0.012,0.276,0.024,0.056,0.038,0.13,0.044,0.004,0.004,0.002,0.06,0.33,17,12,10.9,0,1.9,4,2,23,89.7,450.6,37,77.3,192000,N1,0.622,noise,5
SR2_20151218_162346_367.wav,0.044,0.026,0.168,0.002,0.01,0.05,0.12,0.002,0.028,0.058,0.014,0.01,0.024,0.04,0.34,0.062,0.018,0.004,0,0.01,0.012,0.016,0.032,0.052,0.026,0.046,0.572,0.066,0.026,0.008,0,0.042,0.282,0.07,0.052,0.036,0.246,0.046,0.01,0.014,0.012,0.12,0.384,14,14.6,12,0,1,11,3,16,22.9,172,7,15.3,192000,N1,0.572,noise,5
SR2_20151218_162403_236.wav,0.028,0.018,0.072,0,0.004,0.022,0.054,0,0.024,0.026,0.016,0.004,0.01,0.036,0.158,0.026,0.016,0.004,0,0.006,0.01,0.008,0.02,0.056,0.018,0.036,0.576,0.032,0.058,0.004,0.002,0.012,0.242,0.02,0.03,0.022,0.14,0.034,0.006,0.004,0.004,0.05,0.124,15,15,15,0,1,6,3,5,22.6,141.2,9,14.3,192000,N1,0.576,noise,5
SR2_20151218_162634_227.wav,0.006,0.004,0.022,0.002,0,0.032,0.042,0,0.012,0.004,0.004,0,0,0.002,0.178,0.02,0.008,0,0,0.004,0.002,0.004,0.008,0.014,0.016,0.006,0.252,0.016,0.004,0,0,0.002,0.154,0.008,0.014,0.012,0.054,0.018,0.002,0,0,0.028,0.046,32,15,35.2,0,0.1,1,11,11,417.5,417.5,191,413.2,192000,N1,0.252,noise,5
SR2_20151218_162711_219.wav,0.14,0.05,0.156,0.002,0.006,0.058,0.092,0.002,0.06,0.028,0.04,0.018,0.018,0.114,0.286,0.082,0.04,0.038,0.002,0.014,0.008,0.016,0.032,0.074,0.03,0.098,0.582,0.064,0.072,0.004,0,0.03,0.372,0.34,0.436,0.084,0.198,0.028,0.082,0.03,0.014,0.124,0.446,22,16.1,15.8,0,1.1,30,2,12,17.8,73.6,6,11.4,192000,N1,0.582,noise,5
SR2_20151219_151200_000.wav,0.038,0.006,0.092,0.002,0.004,0.01,0.028,0.002,0.014,0.008,0.004,0.004,0,0.016,0.032,0.038,0.002,0.002,0,0.006,0,0.002,0.006,0.004,0.01,0.002,0.656,0.022,0.026,0,0,0.01,0.062,0.006,0.014,0.028,0.028,0.018,0.004,0.004,0.002,0.026,0.11,11,10.9,5.6,0.2,0.4,1,2,2,52.2,65.4,20,44.8,192000,N1,0.656,noise,5
SR2_20151219_170739_308.wav,0.008,0.026,0.022,0.004,0,0.03,0.02,0,0.046,0,0.008,0.006,0.002,0.018,0.474,0.008,0.014,0,0.002,0.002,0.014,0.026,0.036,0.234,0.122,0.112,0.11,0.078,0.016,0,0,0.004,0.054,0.03,0.066,0.03,0.04,0.038,0.002,0.004,0.014,0.034,0.024,45,43.9,43.1,0,1,4,9,12,61.2,76.7,22,52,192000,N1,0.474,Leppun,5
SR2_20151219_170742_009.wav,0.012,0.17,0.014,0.01,0,0.044,0.088,0,0.116,0.002,0.004,0.008,0.012,0.044,0.118,0.018,0.026,0,0.002,0.002,0.036,0.142,0.084,0.37,0.19,0.494,0.208,0.084,0.034,0.002,0,0.004,0.066,0.204,0.184,0.12,0.12,0.132,0.006,0.02,0.058,0.034,0.028,48,48,47.2,0,3.2,55,5,20,141.5,267.7,53,122.5,192000,N1,0.494,Myonat,5
