Group.1,Aposyl,Barbar,bird,chirp,Chobru,Condor,Confus,criq,Eptser,Homsap,Inssp5,Inssp6,Inssp7,Lamsp.,Leppun,mamm,Metbra,Micagr,Micmin,Mussp,Myoalc,Myobec,Myobra,Myodau,Myomys,Myonat,noise,Nyclei,Nycnoc,Omovir,Pelrid,Phafal,Phogri,Pipnat,Pippip,Pippyg,Plaalb,Pleaur,Ratnor,Rhifer,Rhihip,Roeroe,Tetvir,FreqM,FreqP,FreqC,Tstart,Tend,NbCris,DurMed,Dur90,Ampm50,Ampm90,AmpSMd,DiffME,SR,Order,Ind,SpMaxF2,Version
SR2_20151112_160702_000.wav,0.004,0.02,0.002,0.002,0,0.012,0.026,0,0.016,0.004,0.004,0.006,0.012,0.092,0.602,0.004,0.004,0,0,0,0.012,0.008,0.008,0.06,0.016,0.034,0.08,0.032,0.004,0,0,0.018,0.034,0.056,0.098,0.072,0.056,0.028,0.004,0.002,0.006,0.008,0.004,38,34.5,36,0,0.1,3,3,4,68.2,108.3,29,66,192000,N1,0.602,Leppun,5
SR2_20151112_174034_159.wav,0.006,0.024,0.014,0.018,0,0.018,0.018,0,0.03,0.004,0.004,0.004,0.002,0.016,0.376,0.008,0.006,0,0,0.004,0.008,0.006,0.008,0.068,0.024,0.024,0.156,0.022,0.012,0,0,0.008,0.034,0.024,0.034,0.034,0.038,0.036,0.004,0.002,0.002,0.016,0.016,42,35.2,17.6,0,0.1,1,3,4,239.7,248.3,111,237.4,192000,N1,0.376,Leppun,5
SR2_20151112_180157_412.wav,0.012,0.024,0.012,0.006,0,0.014,0.046,0,0.012,0.002,0.006,0.002,0.01,0.012,0.676,0.006,0.006,0.002,0,0.002,0.002,0.018,0.016,0.062,0.046,0.022,0.088,0.016,0.014,0,0,0.014,0.062,0.044,0.056,0.03,0.052,0.018,0.002,0.008,0.008,0.01,0.012,40,35.2,35.2,0,0.1,3,4,4,202.1,222.7,97,198.3,192000,N1,0.676,Leppun,5
SR2_20151112_180204_824.wav,0.004,0.014,0.014,0.01,0,0.028,0.032,0,0.008,0.004,0.012,0.008,0.006,0.024,0.458,0.004,0.01,0,0,0,0.008,0.004,0.01,0.05,0.024,0.018,0.162,0.036,0.008,0.002,0,0.008,0.034,0.022,0.052,0.026,0.07,0.024,0.002,0,0.002,0.012,0.004,40,36,36,0,0.1,3,2,3,287.9,302.3,128,277.2,192000,N1,0.458,Leppun,5
SR2_20151112_180212_488.wav,0.002,0.04,0.01,0.004,0,0.014,0.02,0,0.034,0.002,0.004,0,0.006,0.014,0.52,0.002,0.004,0,0,0,0.012,0.026,0.042,0.104,0.074,0.056,0.062,0.094,0.014,0,0,0.006,0.046,0.036,0.048,0.052,0.046,0.05,0.002,0.004,0.006,0.01,0.006,41,33.8,35.2,0,0.1,3,4,4,132.7,244.9,60,129.6,192000,N1,0.52,Leppun,5
SR2_20151112_180226_529.wav,0.004,0.022,0.012,0.012,0,0.014,0.026,0,0.032,0.004,0,0.004,0.002,0.018,0.476,0.012,0.004,0,0,0,0.014,0.018,0.03,0.108,0.084,0.028,0.194,0.058,0.006,0,0,0.004,0.02,0.018,0.048,0.052,0.036,0.056,0.002,0,0.004,0.004,0.006,42,34.9,35.6,0,0.1,1,3,3,172,176.9,75,166.8,192000,N1,0.476,Leppun,5
SR2_20151112_180231_369.wav,0.004,0.016,0.004,0.002,0,0.014,0.028,0,0.02,0,0.01,0.006,0.006,0.01,0.61,0.006,0.014,0.002,0,0.004,0.006,0.006,0.008,0.036,0.018,0.02,0.092,0.02,0.016,0,0,0.008,0.052,0.028,0.05,0.036,0.046,0.022,0,0.004,0.006,0.012,0.008,41,36,36.8,0,0.1,2,3,4,138.5,185.9,63,137,192000,N1,0.61,Leppun,5
SR2_20151112_180236_943.wav,0.01,0.032,0.024,0.014,0,0.022,0.044,0,0.044,0.002,0.004,0.01,0.01,0.076,0.41,0.004,0.004,0,0,0,0.004,0.016,0.014,0.052,0.034,0.024,0.256,0.026,0.01,0,0,0.01,0.058,0.03,0.042,0.056,0.072,0.042,0,0.008,0.014,0.012,0.024,43,35.2,34.5,0,0.1,3,3,3,218.2,344.9,99,214.8,192000,N1,0.41,Leppun,5
SR2_20151112_180254_628.wav,0.002,0.024,0.016,0.01,0,0.012,0.03,0,0.006,0,0.006,0.004,0.014,0.016,0.588,0.002,0.004,0,0,0.002,0.008,0.008,0.012,0.048,0.02,0.022,0.082,0.042,0.01,0,0,0.006,0.042,0.026,0.032,0.034,0.054,0.018,0,0,0.004,0.006,0.01,40,35.2,35.2,0,0.1,3,2,2,189,211.3,85,183.7,192000,N1,0.588,Leppun,5
SR2_20151112_180304_025.wav,0.008,0.016,0.012,0.022,0.002,0.024,0.024,0,0.02,0.002,0.004,0.008,0.008,0.04,0.484,0.004,0.004,0,0,0.002,0.006,0.016,0.026,0.06,0.024,0.074,0.2,0.04,0.006,0,0,0.018,0.046,0.026,0.12,0.096,0.066,0.034,0,0.006,0.006,0.018,0.012,40,35.6,35.6,0,0.1,4,1,3,234.2,281.2,110,230.7,192000,N1,0.484,Leppun,5
SR2_20151112_180308_199.wav,0.006,0.008,0.008,0.002,0,0.02,0.024,0,0.012,0,0.006,0.004,0.01,0.03,0.558,0.004,0.008,0,0,0.002,0.006,0.008,0.01,0.056,0.028,0.03,0.104,0.032,0.006,0,0,0.012,0.052,0.028,0.042,0.022,0.052,0.024,0,0.002,0.006,0.008,0.006,40,36,36.8,0,0.1,3,2,3,229.9,252,105,227.9,192000,N1,0.558,Leppun,5
SR2_20151112_180315_207.wav,0.004,0.046,0.01,0.008,0.002,0.024,0.034,0,0.022,0.002,0.012,0.004,0.008,0.02,0.48,0.01,0.006,0.002,0,0.004,0.004,0.008,0.026,0.064,0.02,0.024,0.114,0.042,0.014,0,0,0.032,0.068,0.052,0.048,0.038,0.064,0.018,0.004,0.006,0.006,0.014,0.016,40,34.5,34.5,0,0.1,4,2,3,207.5,270.7,99,198.1,192000,N1,0.48,Leppun,5
SR2_20151112_180325_968.wav,0.006,0.028,0.022,0.024,0,0.016,0.034,0,0.048,0.002,0.004,0.006,0.012,0.008,0.41,0.006,0.002,0,0,0,0.004,0.012,0.018,0.068,0.024,0.014,0.232,0.038,0.008,0,0,0.01,0.042,0.03,0.056,0.04,0.032,0.046,0,0.002,0.004,0.01,0.004,41,34.5,35.6,0,0.1,1,2,3,158.5,162.8,70,150.1,192000,N1,0.41,Leppun,5
SR2_20151112_180330_565.wav,0.004,0.042,0.01,0.002,0,0.016,0.028,0,0.054,0.002,0.002,0.002,0.01,0.024,0.424,0.002,0.004,0.002,0,0.002,0.008,0.014,0.026,0.07,0.036,0.028,0.09,0.042,0.018,0,0,0.006,0.04,0.044,0.06,0.042,0.038,0.026,0,0.006,0.01,0.004,0.004,40,35.2,35.2,0,0.1,3,3,5,176,247.4,87,173.5,192000,N1,0.424,Leppun,5
SR2_20151112_180338_500.wav,0.01,0.026,0.016,0.004,0,0.018,0.038,0,0.018,0.002,0.006,0.002,0.016,0.016,0.594,0.008,0.004,0.004,0,0.002,0.006,0.006,0.012,0.046,0.02,0.014,0.068,0.018,0.018,0,0,0.008,0.04,0.026,0.042,0.028,0.08,0.016,0.008,0.008,0.004,0.01,0.014,39,35.2,34.9,0,0.1,4,2,3,177.8,227.5,80,173.6,192000,N1,0.594,Leppun,5
SR2_20151112_180348_432.wav,0.024,0.042,0.034,0.004,0,0.012,0.028,0.002,0.022,0.002,0.004,0.006,0.046,0.064,0.486,0.014,0.006,0,0,0.002,0.008,0.006,0.012,0.04,0.024,0.012,0.232,0.024,0.014,0,0,0.01,0.142,0.034,0.042,0.026,0.114,0.028,0.01,0.008,0.026,0.012,0.032,38,35.2,34.5,0,0.1,4,1,3,86.4,205.1,39,78.2,192000,N1,0.486,Leppun,5
SR2_20151112_180354_099.wav,0.01,0.034,0.014,0.002,0,0.012,0.016,0,0.034,0.002,0.006,0.004,0.008,0.016,0.488,0.006,0.004,0,0,0.002,0.006,0.018,0.02,0.106,0.03,0.048,0.072,0.05,0.016,0,0,0.006,0.03,0.046,0.068,0.078,0.032,0.066,0.002,0.004,0.002,0.004,0.004,40,34.5,33.8,0,0.1,3,2,3,163,252.3,77,162.8,192000,N1,0.488,Leppun,5
SR2_20151112_180400_795.wav,0.008,0.022,0.012,0.008,0,0.022,0.028,0,0.022,0.002,0.004,0.004,0.01,0.016,0.564,0.006,0.004,0.004,0,0,0.004,0.014,0.022,0.106,0.028,0.012,0.088,0.068,0.01,0,0,0.012,0.03,0.042,0.074,0.09,0.044,0.018,0.002,0.004,0.012,0.014,0.008,39,35.6,34.1,0,0.1,4,3,3,125.2,161.3,58,124.1,192000,N1,0.564,Leppun,5
SR2_20151112_180406_328.wav,0.006,0.022,0.004,0.026,0,0.016,0.014,0,0.018,0.002,0.006,0.002,0.006,0.03,0.57,0.006,0.004,0,0,0.002,0.002,0.016,0.014,0.04,0.024,0.022,0.18,0.028,0,0,0,0.02,0.026,0.02,0.06,0.042,0.018,0.028,0,0.004,0.006,0.01,0.01,39,39.8,34.5,0,0.1,1,4,5,218.8,230.3,104,217.2,192000,N1,0.57,Leppun,5
