Filename,Roeroe,Tetvir,FreqM,FreqP,FreqC,Tstart,Tend,NbCris,DurMed,Dur90,Ampm50,Ampm90,AmpSMd,DiffME,SR,Order,Ind,SpMaxF2,Version
SR2_20151112_160702_000.wav,0.008,0.004,38,34.5,36,0,0.1,3,3,4,68.2,108.3,29,66,192000,N1,0.602,Leppun,5
SR2_20151112_174034_159.wav,0.016,0.016,42,35.2,17.6,0,0.1,1,3,4,239.7,248.3,111,237.4,192000,N1,0.376,Leppun,5
SR2_20151112_180157_412.wav,0.01,0.012,40,35.2,35.2,0,0.1,3,4,4,202.1,222.7,97,198.3,192000,N1,0.676,Leppun,5
SR2_20151112_180204_824.wav,0.012,0.004,40,36,36,0,0.1,3,2,3,287.9,302.3,128,277.2,192000,N1,0.458,Leppun,5
SR2_20151112_180212_488.wav,0.01,0.006,41,33.8,35.2,0,0.1,3,4,4,132.7,244.9,60,129.6,192000,N1,0.52,Leppun,5
SR2_20151112_180226_529.wav,0.004,0.006,42,34.9,35.6,0,0.1,1,3,3,172,176.9,75,166.8,192000,N1,0.476,Leppun,5
SR2_20151112_180231_369.wav,0.012,0.008,41,36,36.8,0,0.1,2,3,4,138.5,185.9,63,137,192000,N1,0.61,Leppun,5
SR2_20151112_180236_943.wav,0.012,0.024,43,35.2,34.5,0,0.1,3,3,3,218.2,344.9,99,214.8,192000,N1,0.41,Leppun,5
SR2_20151112_180254_628.wav,0.006,0.01,40,35.2,35.2,0,0.1,3,2,2,189,211.3,85,183.7,192000,N1,0.588,Leppun,5
SR2_20151112_180304_025.wav,0.018,0.012,40,35.6,35.6,0,0.1,4,1,3,234.2,281.2,110,230.7,192000,N1,0.484,Leppun,5
SR2_20151112_180308_199.wav,0.008,0.006,40,36,36.8,0,0.1,3,2,3,229.9,252,105,227.9,192000,N1,0.558,Leppun,5
SR2_20151112_180315_207.wav,0.014,0.016,40,34.5,34.5,0,0.1,4,2,3,207.5,270.7,99,198.1,192000,N1,0.48,Leppun,5
SR2_20151112_180325_968.wav,0.01,0.004,41,34.5,35.6,0,0.1,1,2,3,158.5,162.8,70,150.1,192000,N1,0.41,Leppun,5
SR2_20151112_180330_565.wav,0.004,0.004,40,35.2,35.2,0,0.1,3,3,5,176,247.4,87,173.5,192000,N1,0.424,Leppun,5
SR2_20151112_180338_500.wav,0.01,0.014,39,35.2,34.9,0,0.1,4,2,3,177.8,227.5,80,173.6,192000,N1,0.594,Leppun,5
SR2_20151112_180348_432.wav,0.012,0.032,38,35.2,34.5,0,0.1,4,1,3,86.4,205.1,39,78.2,192000,N1,0.486,Leppun,5
SR2_20151112_180354_099.wav,0.004,0.004,40,34.5,33.8,0,0.1,3,2,3,163,252.3,77,162.8,192000,N1,0.488,Leppun,5
SR2_20151112_180400_795.wav,0.014,0.008,39,35.6,34.1,0,0.1,4,3,3,125.2,161.3,58,124.1,192000,N1,0.564,Leppun,5
SR2_20151112_180406_328.wav,0.01,0.01,39,39.8,34.5,0,0.1,1,4,5,218.8,230.3,104,217.2,192000,N1,0.57,Leppun,5
SR2_20151112_180413_527.wav,0.01,0.008,39,35.2,35.2,0,0.1,2,3,4,202,208.4,90,198,192000,N1,0.582,Leppun,5
SR2_20151112_180423_133.wav,0.012,0.014,38,35.2,35.2,0,0.1,4,2,3,225.9,262.8,105,218.6,192000,N1,0.468,Leppun,5
SR2_20151112_180431_049.wav,0.006,0.018,38,34.5,36,0,0.1,3,2,3,155,233.7,72,154,192000,N1,0.546,Leppun,5
SR2_20151112_180436_993.wav,0.012,0.016,39,34.5,34.5,0,0.1,3,2,2,137.6,238.5,64,126.3,192000,N1,0.5,Leppun,5
SR2_20151112_180444_569.wav,0.022,0.012,40,38.2,37.9,0,0.1,1,2,3,143.7,196.1,64,130.9,192000,N1,0.528,Leppun,5
SR2_20151112_180450_751.wav,0.012,0.008,39,35.2,35.2,0,0.1,4,2,3,252.5,284.7,121,249.2,192000,N1,0.59,Leppun,5
SR2_20151112_180509_979.wav,0.006,0.006,39,34.5,34.5,0,0.1,3,3,4,187.5,209.7,87,181.2,192000,N1,0.594,Leppun,5
SR2_20151112_180523_933.wav,0.008,0.008,42,34.5,35.2,0,0.1,3,3,3,238.2,241.2,105,235.6,192000,N1,0.47,Leppun,5
SR2_20151112_180535_545.wav,0.008,0.012,42,35.2,38.2,0,0.1,3,2,3,259.9,390.4,127,258.6,192000,N1,0.556,Leppun,5
