Group.1,Aposyl,Barbar,bird,chirp,Chobru,Condor,Confus,criq,Eptser,Homsap,Inssp5,Inssp6,Inssp7,Lamsp.,Leppun,mamm,Metbra,Micagr,Micmin,Mussp,Myoalc,Myobec,Myobra,Myodau,Myomys,Myonat,noise,Nyclei,Nycnoc,Omovir,Pelrid,Phafal,Phogri,Pipnat,Pippip,Pippyg,Plaalb,Pleaur,Ratnor,Rhifer,Rhihip,Roeroe,Tetvir,FreqM,FreqP,FreqC,Tstart,Tend,NbCris,DurMed,Dur90,Ampm50,Ampm90,AmpSMd,DiffME,SR,Order,Ind,SpMaxF2,Version
SR2_20180407_190627_000.wav,0.042,0.078,0.042,0.006,0.002,0.01,0.032,0,0.024,0.002,0.004,0.004,0.024,0.046,0.074,0.026,0.006,0.018,0.01,0.004,0.01,0.006,0.018,0.072,0.018,0.01,0.112,0.062,0.034,0,0,0.008,0.032,0.358,0.652,0.064,0.038,0.012,0.042,0.052,0.046,0.024,0.062,43,42.8,41.2,0,2.8,26,8,19,47,97.3,12,35.1,192000,N1,0.652,Pippip,5
SR2_20180407_202553_000.wav,0.006,0.01,0.014,0,0.002,0.006,0.002,0,0.014,0.002,0,0,0.002,0.004,0.008,0.004,0.006,0.002,0.012,0.002,0.02,0.002,0.028,0.02,0.016,0.004,0.106,0.024,0.01,0,0,0,0.02,0.036,0.144,0.926,0.008,0.006,0.008,0.046,0.056,0.018,0.008,59,56.2,55.5,0,1.7,15,5,7,46,78.4,14,35.5,192000,N1,0.926,Pippyg,5
SR2_20180407_205243_000.wav,0.008,0.138,0.03,0.004,0.002,0.042,0.026,0,0.136,0.004,0.004,0.008,0.01,0.036,0.244,0.012,0.032,0.002,0,0.004,0.024,0.092,0.076,0.43,0.12,0.27,0.114,0.098,0.052,0.004,0,0.008,0.052,0.12,0.124,0.07,0.048,0.142,0.006,0.014,0.016,0.186,0.058,44,36.8,42.8,0,1.6,20,5,14,68.3,152.1,18,32.9,192000,N1,0.43,Myodau,5
SR2_20180407_212746_000.wav,0.016,0.036,0.02,0,0.002,0.012,0.012,0,0.034,0.002,0.002,0.004,0.012,0.006,0.028,0.02,0.004,0.002,0.004,0.006,0.016,0.004,0.026,0.022,0.012,0.006,0.122,0.02,0.02,0.002,0,0.002,0.038,0.028,0.196,0.912,0.044,0.008,0.012,0.082,0.11,0.018,0.038,57,56.2,54.8,0,1.6,16,5,11,25.9,96.5,7,14.9,192000,N1,0.912,Pippyg,5
SR2_20180407_223933_000.wav,0.028,0.092,0.118,0.002,0.002,0.082,0.038,0,0.094,0.014,0.016,0.01,0.008,0.042,0.102,0.032,0.078,0.002,0.002,0.01,0.04,0.116,0.056,0.28,0.11,0.418,0.52,0.08,0.032,0.002,0,0.018,0.19,0.1,0.168,0.116,0.046,0.12,0.006,0.042,0.086,0.104,0.218,47,47.2,42,0,2.6,43,4,13,64.3,618.1,27,56.1,192000,N1,0.52,noise,5
SR2_20180408_014739_000.wav,0.376,0.01,0.23,0.002,0,0.018,0.042,0,0.016,0.016,0.014,0.008,0,0.056,0.064,0.22,0.006,0.006,0,0.028,0.01,0.006,0.008,0.044,0.028,0.028,0.48,0.088,0.148,0,0,0.012,0.052,0.038,0.03,0.034,0.026,0.038,0.036,0.01,0.004,0.016,0.188,14,14.2,14.2,0,1.6,10,60,97,34.2,51.2,7,10.7,192000,N1,0.48,noise,5
SR2_20180415_194255_000.wav,0.012,0.032,0.018,0.004,0.002,0.008,0.012,0,0.018,0.002,0.002,0.004,0.006,0.01,0.034,0.006,0.008,0.008,0.004,0.002,0.032,0.006,0.04,0.096,0.04,0.024,0.05,0.024,0.022,0,0,0.004,0.03,0.116,0.89,0.118,0.018,0.016,0.03,0.042,0.104,0.022,0.016,49,46.5,46.5,0,1.7,20,5,15,37.4,92.3,13,27.1,192000,N1,0.89,Pippip,5
SR2_20180415_213313_000.wav,0.012,0.08,0.022,0.002,0.004,0.03,0.026,0,0.044,0.002,0.006,0.004,0.028,0.028,0.044,0.012,0.006,0.002,0.006,0.004,0.014,0.006,0.024,0.046,0.018,0.014,0.19,0.03,0.028,0,0,0.008,0.046,0.06,0.206,0.894,0.076,0.028,0.008,0.048,0.088,0.022,0.044,58,55.5,55.5,0,2.4,22,4,10,43.8,85.1,13,22,192000,N1,0.894,Pippyg,5
SR2_20180416_194145_000.wav,0.02,0.064,0.038,0.036,0.002,0.016,0.024,0,0.056,0.004,0.002,0.004,0.006,0.016,0.054,0.03,0.014,0.01,0.012,0.008,0.03,0.014,0.026,0.064,0.076,0.018,0.08,0.05,0.058,0,0,0.002,0.02,0.356,0.818,0.11,0.018,0.026,0.05,0.034,0.068,0.024,0.026,47,45,44.2,0,3.3,22,11,43,81.8,184.5,27,70.5,192000,N1,0.818,Pippip,5
SR2_20180416_203514_000.wav,0.022,0.028,0.03,0.002,0,0.02,0.012,0,0.028,0.002,0.002,0.002,0.006,0.008,0.032,0.012,0.006,0.004,0.012,0.008,0.01,0.006,0.014,0.022,0.01,0.004,0.102,0.024,0.04,0,0,0.004,0.036,0.042,0.17,0.864,0.034,0.01,0.012,0.056,0.092,0.024,0.018,57,56.2,56.2,0,1.5,10,6,15,33.6,83.1,8,16.3,192000,N1,0.864,Pippyg,5
