Group.1,Aposyl,Barbar,bird,chirp,Chobru,Condor,Confus,criq,Eptser,Homsap,Inssp5,Inssp6,Inssp7,Lamsp.,Leppun,mamm,Metbra,Micagr,Micmin,Mussp,Myoalc,Myobec,Myobra,Myodau,Myomys,Myonat,noise,Nyclei,Nycnoc,Omovir,Pelrid,Phafal,Phogri,Pipnat,Pippip,Pippyg,Plaalb,Pleaur,Ratnor,Rhifer,Rhihip,Roeroe,Tetvir,FreqM,FreqP,FreqC,Tstart,Tend,NbCris,DurMed,Dur90,Ampm50,Ampm90,AmpSMd,DiffME,SR,Order,Ind,SpMaxF2,Version
SR2_20151203_162103_345.wav,0.064,0.006,0.302,0,0.002,0.01,0.026,0.006,0.016,0.048,0.006,0,0.002,0.014,0.112,0.038,0.006,0.004,0,0.016,0.002,0.006,0.004,0.018,0.006,0.004,0.424,0.056,0.044,0.002,0.002,0.03,0.18,0.02,0.034,0.024,0.122,0.042,0.002,0.008,0.002,0.036,0.138,12,10.5,9,0,0.7,4,6,27,43.2,239.2,9,36.5,192000,N1,0.424,noise,5
SR2_20151203_162117_473.wav,0.048,0.014,0.112,0.004,0,0.02,0.018,0,0.024,0.02,0.002,0.006,0.002,0.008,0.18,0.044,0.004,0.002,0,0.01,0.004,0.016,0.006,0.012,0.012,0.004,0.29,0.04,0.026,0.004,0,0.01,0.128,0.02,0.04,0.03,0.06,0.036,0.002,0,0.004,0.028,0.076,32,12.8,8.2,0,1.1,3,12,25,159.6,281.7,60,149.3,192000,N1,0.29,noise,5
SR2_20151203_162122_981.wav,0.058,0.016,0.112,0.002,0.006,0.014,0.08,0,0.03,0.026,0.014,0.008,0.004,0.05,0.12,0.07,0.022,0.002,0,0.012,0.014,0.012,0.014,0.052,0.036,0.044,0.636,0.034,0.056,0.004,0,0.034,0.164,0.026,0.036,0.038,0.086,0.058,0.014,0.006,0.01,0.132,0.254,14,14.2,12,0,0.9,7,1,16,49.2,164.3,16,42.2,192000,N1,0.636,noise,5
SR2_20151203_162127_216.wav,0.31,0.064,0.214,0.01,0.01,0.024,0.038,0,0.074,0.028,0.006,0.006,0.016,0.018,0.214,0.158,0.012,0.042,0.012,0.024,0.006,0.006,0.022,0.05,0.016,0.026,0.556,0.076,0.2,0.002,0,0.016,0.35,0.24,0.366,0.27,0.092,0.03,0.138,0.096,0.142,0.072,0.16,25,23.6,16.5,0,1.1,20,5,16,15.4,49.2,6,10.9,192000,N1,0.556,noise,5
SR2_20151203_162129_435.wav,0.066,0.036,0.236,0.01,0.002,0.016,0.036,0,0.028,0.014,0,0.002,0.002,0.004,0.102,0.148,0.006,0.03,0,0.006,0.002,0,0.006,0.02,0.01,0.01,0.182,0.072,0.142,0.002,0,0.006,0.09,0.14,0.056,0.03,0.018,0.014,0.05,0.058,0.008,0.012,0.05,36,36.8,36,0,0.3,3,14,24,10.1,330.2,3,8,192000,N1,0.236,bird,5
SR2_20151203_164608_333.wav,0.006,0.216,0.018,0.004,0.002,0.1,0.046,0,0.124,0.002,0.004,0.01,0.01,0.026,0.08,0.012,0.038,0.002,0.002,0.002,0.03,0.118,0.12,0.36,0.146,0.44,0.174,0.106,0.068,0.004,0,0.006,0.032,0.092,0.09,0.072,0.046,0.112,0.008,0.014,0.034,0.056,0.064,44,38.2,42.8,0,2.4,55,4,18,106.3,229,39,90.9,192000,N1,0.44,Myonat,5
SR2_20151203_171907_415.wav,0.008,0.026,0.016,0.004,0.002,0.068,0.06,0,0.03,0.002,0.008,0.012,0.01,0.058,0.168,0.016,0.022,0.002,0.002,0.002,0.026,0.058,0.042,0.174,0.096,0.592,0.24,0.064,0.012,0.002,0,0.006,0.046,0.048,0.13,0.126,0.054,0.052,0.004,0.01,0.012,0.112,0.044,46,50.2,52.5,0,0.9,14,1,6,177.7,438,83,169.1,192000,N1,0.592,Myonat,5
SR2_20151204_172554_608.wav,0.008,0.098,0.012,0.006,0.002,0.024,0.034,0,0.248,0,0.002,0.006,0.008,0.006,0.048,0.006,0.008,0.002,0.004,0.002,0.036,0.092,0.07,0.262,0.118,0.348,0.058,0.094,0.068,0.002,0,0.002,0.026,0.114,0.086,0.068,0.032,0.274,0.008,0.014,0.014,0.03,0.03,44,38.2,41.2,0,1,12,5,18,95.1,124.7,32,81.7,192000,N1,0.348,Myonat,5
SR2_20151204_172555_881.wav,0.008,0.144,0.018,0.004,0,0.036,0.042,0,0.212,0.004,0.006,0.01,0.008,0.016,0.084,0.016,0.014,0,0,0.004,0.04,0.054,0.058,0.212,0.124,0.332,0.108,0.112,0.102,0.002,0,0.006,0.082,0.158,0.26,0.122,0.072,0.448,0.002,0.012,0.028,0.024,0.026,44,38.2,37.5,0,1,10,5,20,81.2,128.4,20,69.7,192000,N1,0.448,Pleaur,5
SR2_20151204_173620_437.wav,0.006,0.17,0.016,0.008,0.002,0.064,0.024,0,0.102,0.002,0.006,0.012,0.006,0.014,0.094,0.022,0.046,0,0,0,0.06,0.084,0.122,0.308,0.26,0.142,0.074,0.084,0.02,0.002,0,0.008,0.032,0.05,0.088,0.034,0.064,0.114,0.004,0.008,0.012,0.094,0.088,45,43.5,43.5,0,1.1,10,6,13,95.4,139.5,33,67.5,192000,N1,0.308,Myodau,5
SR2_20151204_174055_680.wav,0.006,0.098,0.024,0.002,0.002,0.08,0.046,0.002,0.056,0.002,0.008,0.01,0.014,0.058,0.188,0.028,0.042,0.002,0.002,0.004,0.044,0.062,0.068,0.174,0.13,0.282,0.366,0.068,0.016,0,0,0.006,0.082,0.108,0.214,0.09,0.082,0.08,0.01,0.048,0.088,0.046,0.066,50,48.8,50.2,0,1.8,17,2,16,40.3,161.1,18,32.1,192000,N1,0.366,noise,5
SR2_20151204_182731_149.wav,0.008,0.04,0.014,0.006,0.002,0.064,0.052,0,0.06,0.002,0.012,0.006,0.006,0.058,0.12,0.008,0.036,0,0.002,0.002,0.06,0.146,0.12,0.422,0.184,0.688,0.276,0.124,0.026,0.002,0,0.006,0.098,0.106,0.14,0.09,0.036,0.098,0.002,0.024,0.04,0.054,0.034,49,46.5,48,0,2.5,29,4,14,214.5,403,87,192.4,192000,N1,0.688,Myonat,5
SR2_20151204_182741_528.wav,0.01,0.058,0.036,0.004,0.002,0.028,0.02,0,0.062,0.012,0.012,0.004,0.006,0.032,0.118,0.014,0.028,0.002,0,0.002,0.03,0.054,0.058,0.238,0.116,0.152,0.466,0.04,0.016,0,0,0.022,0.072,0.1,0.122,0.068,0.092,0.076,0.002,0.01,0.062,0.04,0.052,46,45.8,46.5,0,1,7,6,16,45.9,115.9,17,39,192000,N1,0.466,noise,5
