Group.1,Aposyl,Barbar,bird,chirp,Chobru,Condor,Confus,criq,Eptser,Homsap,Inssp5,Inssp6,Inssp7,Lamsp.,Leppun,mamm,Metbra,Micagr,Micmin,Mussp,Myoalc,Myobec,Myobra,Myodau,Myomys,Myonat,noise,Nyclei,Nycnoc,Omovir,Pelrid,Phafal,Phogri,Pipnat,Pippip,Pippyg,Plaalb,Pleaur,Ratnor,Rhifer,Rhihip,Roeroe,Tetvir,FreqM,FreqP,FreqC,Tstart,Tend,NbCris,DurMed,Dur90,Ampm50,Ampm90,AmpSMd,DiffME,SR,Order,Ind,SpMaxF2,Version
SR2_20161021_181142_000.wav,0.042,0.082,0.036,0.004,0.002,0.018,0.014,0,0.056,0.004,0.004,0.004,0.01,0.01,0.022,0.026,0.006,0.016,0.03,0.008,0.012,0.01,0.032,0.086,0.048,0.018,0.106,0.046,0.04,0,0,0.01,0.022,0.284,0.868,0.136,0.034,0.034,0.048,0.094,0.074,0.026,0.078,46,44.2,44.2,0,2.5,27,9,39,57.4,203,20,44.8,192000,N1,0.868,Pippip,5
SR2_20161021_215019_000.wav,0.034,0.046,0.028,0.008,0.002,0.006,0.004,0,0.022,0.002,0,0.002,0.01,0.006,0.016,0.014,0.002,0.014,0.014,0.004,0.004,0.002,0.012,0.048,0.016,0.008,0.042,0.026,0.022,0,0,0.004,0.016,0.344,0.522,0.064,0.004,0.01,0.048,0.064,0.02,0.012,0.026,43,42.8,42.8,0,1.2,14,8,23,41,78.8,11,29.4,192000,N1,0.522,Pippip,5
SR2_20161022_202147_000.wav,0.066,0.028,0.096,0,0,0.004,0.004,0,0.3,0.008,0,0,0.002,0.002,0.012,0.094,0.002,0.002,0,0.006,0,0.004,0,0.024,0.002,0.006,0.032,0.334,0.484,0,0,0.004,0.014,0.072,0.156,0.076,0.018,0.07,0.034,0.004,0,0.012,0.01,23,22.5,22.5,0,1,4,11,29,42.8,74.4,15,29.1,192000,N1,0.484,Nycnoc,5
SR2_20161023_070445_000.wav,0.226,0.034,0.736,0.006,0.002,0.004,0.012,0,0.024,0.024,0.002,0,0.002,0.004,0.036,0.108,0.006,0.01,0,0.016,0,0.002,0.002,0.002,0.002,0.002,0.096,0.104,0.134,0,0,0,0.076,0.062,0.026,0.026,0.038,0.01,0.046,0.01,0.004,0.006,0.036,20,19.5,19.9,0,0.3,6,25,61,23,150.2,7,14.5,192000,N1,0.736,bird,5
SR2_20161023_203623_000.wav,0.006,0.098,0.036,0.002,0.002,0.074,0.064,0,0.166,0.004,0.006,0.014,0.006,0.028,0.086,0.016,0.014,0.002,0,0.004,0.024,0.028,0.048,0.208,0.066,0.164,0.112,0.108,0.078,0.002,0,0.008,0.074,0.074,0.114,0.158,0.106,0.558,0.008,0.028,0.038,0.092,0.064,38,35.2,36,0,0.9,11,2,15,61.8,160.5,21,53,192000,N1,0.558,Pleaur,5
SR2_20161024_185352_000.wav,0.004,0.086,0.01,0.006,0,0.066,0.042,0,0.042,0.002,0.002,0.01,0.004,0.02,0.076,0.01,0.032,0.002,0.002,0.002,0.08,0.09,0.158,0.408,0.214,0.166,0.076,0.054,0.02,0.002,0,0.004,0.026,0.084,0.264,0.118,0.032,0.052,0.008,0.016,0.026,0.05,0.074,51,46.5,47.2,0,1.9,24,4,17,104.5,128.8,35,52.7,192000,N1,0.408,Myodau,5
SR2_20161025_200546_000.wav,0.006,0.106,0.012,0.006,0.002,0.094,0.036,0,0.044,0.002,0.004,0.012,0.01,0.024,0.226,0.01,0.028,0.002,0.002,0.002,0.072,0.126,0.16,0.344,0.154,0.398,0.14,0.064,0.018,0.002,0,0.006,0.038,0.094,0.188,0.094,0.05,0.06,0.008,0.034,0.034,0.036,0.04,50,49.5,49.5,0,2.4,38,4,22,138.3,285.9,58,121.9,192000,N1,0.398,Myonat,5
SR2_20161026_162901_000.wav,0.054,0.056,0.154,0.006,0.016,0.04,0.06,0.002,0.032,0.042,0.014,0.008,0.018,0.06,0.228,0.048,0.024,0.022,0.004,0.01,0.01,0.016,0.046,0.14,0.052,0.058,0.51,0.046,0.05,0.004,0.002,0.02,0.222,0.152,0.16,0.076,0.066,0.056,0.018,0.018,0.02,0.062,0.306,26,25.5,25.5,0,1.1,15,5,48,18.5,55.8,6,9.6,192000,N1,0.51,noise,5
SR2_20161026_215757_000.wav,0.012,0.33,0.018,0.006,0,0.04,0.024,0,0.214,0,0.002,0.006,0.008,0.012,0.19,0.01,0.03,0.002,0.002,0.002,0.03,0.094,0.06,0.436,0.16,0.206,0.156,0.098,0.036,0.002,0,0.004,0.048,0.244,0.278,0.164,0.098,0.138,0.006,0.04,0.054,0.048,0.048,51,45,46.9,0,3.8,45,6,28,91.5,325.4,33,76.4,192000,N1,0.436,Myodau,5
SR2_20161026_221257_000.wav,0.018,0.212,0.036,0.004,0.002,0.046,0.05,0,0.216,0.01,0.002,0.004,0.012,0.004,0.166,0.064,0.032,0.004,0.002,0.004,0.02,0.034,0.022,0.132,0.05,0.086,0.142,0.106,0.08,0.002,0,0.016,0.078,0.124,0.116,0.196,0.112,0.652,0.008,0.036,0.04,0.086,0.048,36,35.2,33.8,0,2.8,27,4,23,75.4,175.2,23,60.6,192000,N1,0.652,Pleaur,5
