Filename,CallNum,Version,FileDur,SampleRate,StTime,Dur,PrevSt,Fmax,Fmin,BW,FreqMP,CM_FIF,Amp1,Amp2,Amp3,Amp4,Aposyl,Barbar,bird,chirp,Chobru,Condor,Confus,criq,Eptser,Homsap,Inssp5,Inssp6,Inssp7,Lamsp.,Leppun,mamm,Metbra,Micagr,Micmin,Mussp,Myoalc,Myobec,Myobra,Myodau,Myomys,Myonat,noise,Nyclei,Nycnoc,Omovir,Pelrid,Phafal,Phogri,Pipnat,Pippip,Pippyg,Plaalb,Pleaur,Ratnor,Rhifer,Rhihip,Roeroe,Tetvir,HL,HU
SR2_20160807_023738_731.wav,0,1,1.07,192000,0,33.17,9999,66.75,22.5,44.25,34.5,35.25,234.75,130.12,95.08,11.33,0,0.002,0,0.004,0,0.004,0.01,0,0.006,0,0.002,0,0.002,0,0.79,0.004,0,0,0,0,0.002,0.004,0.004,0.008,0.008,0.002,0.052,0.008,0.002,0,0,0,0.016,0.01,0.012,0.002,0.04,0.002,0.002,0.002,0,0,0,FALSE,FALSE
SR2_20160807_023742_583.wav,0,1,1.02,192000,0.33,26,9999,68.25,22.5,45.75,33.75,33,198.26,225.53,78.17,20.28,0.002,0.002,0.002,0.004,0,0.008,0.028,0,0.02,0,0,0,0,0,0.662,0.002,0.002,0,0,0.002,0,0.004,0.002,0.01,0.006,0.01,0.076,0.01,0.006,0,0,0,0.018,0.01,0.02,0.008,0.066,0.012,0,0,0,0.004,0.004,FALSE,FALSE
SR2_20160807_023742_583.wav,1,1,1.02,192000,126.17,8.33,125.83,42.75,19.5,23.25,30.75,0,80.84,15.4,6.78,1.36,0,0.004,0.016,0,0,0.022,0.04,0,0.02,0,0.002,0.006,0.002,0.014,0.308,0.006,0.008,0.002,0,0.004,0.002,0.002,0.008,0.002,0.006,0.012,0.194,0.01,0.01,0,0,0.034,0.092,0.012,0.02,0.014,0.08,0.014,0,0.002,0.004,0.014,0.014,FALSE,FALSE
SR2_20160807_023742_583.wav,2,1,1.02,192000,134.83,6.83,8.67,45.75,21,24.75,39.75,39.75,0.71,74.74,3.39,3.24,0.004,0.012,0.014,0.004,0,0.05,0.04,0,0.018,0.004,0.024,0.008,0.006,0.016,0.236,0.008,0.014,0,0,0.002,0.002,0.008,0.012,0.026,0.012,0.034,0.162,0.014,0.014,0,0,0.014,0.05,0.018,0.016,0.044,0.062,0.008,0.002,0.004,0.004,0.02,0.014,FALSE,FALSE
SR2_20160807_023742_583.wav,3,1,1.02,192000,153.67,0.67,18.83,43.5,19.5,24,33,33,20.79,112.61,80.5,17.69,0.008,0.008,0.018,0.004,0,0.026,0.046,0,0.008,0.008,0.016,0.006,0,0.024,0.186,0.012,0.002,0,0,0.002,0.004,0.002,0.008,0.014,0.004,0.012,0.342,0.012,0.002,0,0,0.006,0.054,0.008,0.02,0.014,0.072,0.01,0,0,0.004,0.02,0.018,FALSE,FALSE
SR2_20160807_023744_996.wav,0,1,1,192000,0.33,19.33,9999,62.25,27,35.25,35.25,34.5,121.43,19.72,34.59,11.88,0.002,0.006,0.006,0.024,0,0.004,0.014,0,0.014,0,0,0,0.002,0.006,0.66,0.018,0.002,0.002,0,0.002,0,0,0.006,0.018,0.012,0.014,0.064,0.006,0.004,0,0,0.002,0.032,0.01,0.016,0.01,0.022,0.01,0,0,0,0.008,0.004,FALSE,FALSE
SR2_20160807_023744_996.wav,1,1,1,192000,20.83,0.33,20.5,47.25,43.5,3.75,45.75,45,6.3,15.27,13.62,1.34,0.004,0.008,0.014,0.006,0,0.008,0.012,0,0.012,0,0.008,0,0.004,0.048,0.214,0.006,0.002,0,0,0,0.008,0,0.026,0.022,0.01,0.006,0.202,0.006,0.004,0,0,0,0.07,0.052,0.104,0.016,0.032,0.008,0.004,0.004,0.044,0.01,0.026,FALSE,FALSE
SR2_20160807_023749_409.wav,0,1,1.09,192000,0.17,22.83,9999,66.75,22.5,44.25,39,39,224.47,43.78,67.91,9.84,0.006,0.004,0.008,0.006,0,0.02,0.026,0,0.016,0,0.002,0,0.002,0.002,0.476,0.004,0.006,0,0,0,0.002,0.01,0.01,0.048,0.03,0.018,0.078,0.022,0.006,0,0,0.004,0.018,0.01,0.028,0.026,0.062,0.028,0,0.002,0.002,0.01,0.008,FALSE,FALSE
SR2_20160807_023754_877.wav,0,1,1.02,192000,0,27.5,9999,67.5,21.75,45.75,33.75,34.5,189.97,152.93,72.02,4.95,0.002,0.004,0.014,0.01,0,0.006,0.016,0,0.054,0,0,0.002,0.002,0.004,0.51,0.012,0.002,0,0,0.002,0.002,0.008,0.002,0.022,0.008,0.01,0.068,0.02,0.02,0,0,0.002,0.018,0.014,0.032,0.026,0.06,0.036,0.002,0,0,0.006,0.004,FALSE,FALSE
SR2_20160807_023800_105.wav,0,1,1.09,192000,0,23.5,9999,51,25.5,25.5,34.5,36,94.21,17.85,78.5,10.83,0.002,0.018,0.024,0.004,0,0.006,0.018,0,0.012,0,0.002,0,0,0,0.682,0.006,0.004,0.002,0,0,0,0.002,0.002,0.008,0.004,0,0.036,0.006,0.004,0,0,0.004,0.026,0.022,0.022,0.02,0.028,0.004,0,0.004,0,0.022,0.006,FALSE,FALSE
