Filename,CallNum,Version,FileDur,SampleRate,StTime,Dur,PrevSt,Fmax,Fmin,BW,FreqMP,CM_FIF,Amp1,Amp2,Amp3,Amp4,Aposyl,Barbar,bird,chirp,Chobru,Condor,Confus,criq,Eptser,Homsap,Inssp5,Inssp6,Inssp7,Lamsp.,Leppun,mamm,Metbra,Micagr,Micmin,Mussp,Myoalc,Myobec,Myobra,Myodau,Myomys,Myonat,noise,Nyclei,Nycnoc,Omovir,Pelrid,Phafal,Phogri,Pipnat,Pippip,Pippyg,Plaalb,Pleaur,Ratnor,Rhifer,Rhihip,Roeroe,Tetvir,HL,HU
ECC_20181017_004207_320.wav,0,1,1.08,192000,0,45.5,9999,57.75,28.5,29.25,38.25,39.75,205.63,180.05,121.08,21.94,0.002,0.022,0.004,0.022,0,0.002,0.002,0,0.014,0,0.002,0.002,0,0,0.69,0,0,0,0,0,0.004,0.01,0.004,0.042,0.014,0.004,0.026,0.01,0.008,0,0,0,0.008,0.03,0.018,0.02,0.016,0.02,0,0,0.002,0,0.002,FALSE,FALSE
ECC_20181017_004211_151.wav,0,1,1.05,192000,0.67,44.17,9999,57,27.75,29.25,36.75,41.25,205.3,174.73,133.66,55.42,0.004,0.008,0.012,0.014,0,0,0.01,0,0.018,0,0.002,0,0.002,0,0.692,0.006,0,0,0,0.002,0,0.004,0.006,0.028,0.014,0.002,0.028,0.006,0.008,0,0,0,0.004,0.016,0.042,0.022,0.03,0.012,0,0,0,0.002,0.006,FALSE,FALSE
ECC_20181017_004211_151.wav,1,1,1.05,192000,101.5,3.17,100.83,47.25,29.25,18,34.5,34.5,31.74,6.7,8.78,10.13,0.004,0.03,0.044,0.002,0,0.002,0.006,0,0.05,0.004,0.004,0.002,0.002,0.012,0.14,0.01,0.008,0,0,0,0.01,0.008,0.012,0.132,0.036,0.03,0.162,0.016,0.02,0,0,0,0.032,0.016,0.038,0.03,0.03,0.06,0,0.006,0.002,0.024,0.016,FALSE,FALSE
ECC_20181017_004215_797.wav,0,1,1.1,192000,0.67,42.5,9999,58.5,25.5,33,36.75,36,204.46,179.91,134.47,36.41,0,0.002,0.004,0.012,0,0.004,0.004,0,0.012,0,0.002,0,0,0,0.768,0,0,0,0,0,0.004,0.006,0.004,0.028,0.016,0.012,0.006,0.01,0.008,0,0,0,0.01,0.028,0.012,0.016,0.016,0.01,0,0,0.002,0,0.004,FALSE,FALSE
ECC_20181017_004215_797.wav,1,1,1.1,192000,845,1.17,844.33,29.25,20.25,9,23.25,0,29.55,2.64,0,1.4,0.008,0.01,0.046,0,0,0.018,0.028,0,0.024,0,0.004,0.004,0.002,0.016,0.068,0.022,0.004,0,0,0.002,0.004,0.002,0.002,0.024,0.014,0.016,0.34,0.018,0.02,0,0,0.02,0.062,0.008,0.014,0.02,0.102,0.022,0.002,0.002,0,0.016,0.036,FALSE,FALSE
ECC_20181017_004221_179.wav,0,1,1.12,192000,0,43.5,9999,57.75,27.75,30,38.25,36.75,198.42,184.35,125.1,55.88,0,0.01,0.002,0.006,0,0.004,0.004,0,0.016,0.002,0.002,0,0,0.006,0.718,0.002,0,0.002,0,0,0.002,0.004,0.006,0.032,0.014,0.01,0.036,0.016,0.012,0,0,0,0.004,0.01,0.012,0.026,0.02,0.014,0,0,0,0,0.008,FALSE,FALSE
ECC_20181017_004221_179.wav,1,1,1.12,192000,94.67,6.17,94.67,48.75,28.5,20.25,38.25,35.25,73.76,23.6,18.66,14.19,0.002,0.02,0.014,0.006,0,0.008,0.006,0,0.018,0,0.004,0,0.002,0.008,0.562,0.008,0.002,0,0,0,0.002,0.004,0.01,0.026,0.012,0.01,0.108,0.012,0.006,0,0,0,0.026,0.016,0.016,0.018,0.034,0.018,0,0,0.004,0.006,0.012,FALSE,FALSE
ECC_20181017_004221_179.wav,2,1,1.12,192000,307.83,0.17,213.17,57,48.75,8.25,54,54.75,1.41,1.41,31.35,31.35,0,0.014,0.006,0,0,0.014,0.008,0,0.024,0,0.006,0.002,0,0.088,0.072,0,0.012,0,0,0,0.024,0.008,0.026,0.028,0.052,0.018,0.366,0.002,0.004,0,0,0.002,0.022,0.012,0.064,0.054,0.014,0.016,0,0.004,0.022,0.008,0.008,FALSE,FALSE
ECC_20181017_004224_944.wav,0,1,1.05,192000,0.33,52.67,9999,58.5,26.25,32.25,37.5,34.5,206.22,210.7,123.47,43.65,0.002,0,0.004,0.01,0,0.006,0.006,0,0.006,0,0.002,0,0,0,0.738,0.008,0,0,0,0,0.006,0.004,0.004,0.026,0.01,0,0.026,0.016,0.004,0,0,0.002,0.014,0.008,0.026,0.018,0.032,0.01,0,0,0,0.008,0.004,FALSE,FALSE
ECC_20181017_004224_944.wav,1,1,1.05,192000,96.83,6.67,96.5,44.25,24,20.25,33.75,28.5,55.98,11.5,3.91,2.37,0.004,0.01,0.028,0,0,0.018,0.046,0,0.04,0,0.006,0,0.002,0.006,0.238,0.014,0.008,0,0,0.004,0.006,0.006,0.006,0.044,0.014,0.016,0.2,0.024,0.006,0,0,0.006,0.06,0.014,0.03,0.024,0.038,0.038,0.004,0.002,0,0.016,0.022,FALSE,FALSE
ECC_20181017_004229_193.wav,0,1,1.11,192000,0,47.33,9999,58.5,27,31.5,39.75,39.75,219.43,189.55,130.43,36.5,0.002,0.012,0.004,0.002,0,0.002,0.006,0,0.006,0,0.002,0,0,0.004,0.772,0.002,0.002,0,0,0.002,0.002,0.002,0.002,0.018,0.004,0.002,0.034,0.012,0.006,0,0,0,0.006,0.018,0.022,0.016,0.024,0.004,0.002,0,0,0.004,0.004,FALSE,FALSE
ECC_20181017_004236_713.wav,0,1,1.09,192000,0.33,38.83,9999,63.75,24,39.75,40.5,37.5,150.72,177.39,127.14,39.94,0.002,0.01,0.01,0.008,0,0.004,0.008,0,0.004,0,0.002,0,0.002,0.008,0.696,0.006,0,0,0.002,0,0.004,0.002,0.008,0.02,0.01,0.006,0.058,0.008,0.002,0,0,0.002,0.02,0.008,0.028,0.016,0.032,0.004,0.002,0,0,0.006,0.002,FALSE,FALSE
ECC_20181017_004236_713.wav,1,1,1.09,192000,93.33,13.17,93,55.5,24,31.5,36,37.5,51.96,43.22,9.37,2.39,0.002,0.016,0.024,0.002,0,0.012,0.01,0,0.048,0.002,0.002,0,0.002,0.006,0.336,0,0.002,0,0,0.004,0.01,0.008,0.014,0.086,0.048,0.046,0.078,0.022,0.014,0,0,0.002,0.024,0.034,0.04,0.02,0.016,0.048,0,0.002,0.002,0.002,0.016,FALSE,FALSE
ECC_20181017_004240_000.wav,0,1,1.1,192000,0.33,44.67,9999,60.75,21.75,39,39.75,50.25,211.71,183.58,116.64,56.75,0,0.002,0.002,0.006,0,0.002,0.004,0,0,0,0,0,0.004,0,0.766,0,0.002,0,0,0,0.002,0,0.014,0.016,0.008,0.002,0.032,0.01,0,0,0,0.002,0.036,0.008,0.014,0.01,0.05,0.002,0,0,0.002,0,0.004,FALSE,FALSE
ECC_20181017_004240_000.wav,1,1,1.1,192000,100.83,3.83,100.5,48,24.75,23.25,30,34.5,84.72,12.21,2.28,11.23,0.006,0.01,0.02,0.004,0,0.022,0.034,0,0.012,0,0.012,0.002,0.002,0.008,0.324,0.014,0.002,0,0,0.002,0,0,0.004,0.054,0.032,0.032,0.206,0.014,0.006,0,0,0.004,0.044,0.014,0.01,0.016,0.034,0.024,0,0.002,0,0.02,0.01,FALSE,FALSE
