filename,species,accuracy
SR2_20151219_170739_308.wav,Myodau,0.68
SR2_20151219_170913_921.wav,Myodau,0.72
SR2_20151219_192727_503.wav,Myodau,0.62
SR2_20151219_170742_009.wav,Myonat,0.84
SR2_20151219_180758_752.wav,Myonat,0.96
SR2_20151219_201058_780.wav,Myonat,0.54
SR2_20151219_201102_911.wav,Myonat,0.59
SR2_20151222_181456_259.wav,Myonat,0.67
SR2_20151222_183909_051.wav,Myonat,0.93
SR2_20151225_184002_373.wav,Myonat,0.77
SR2_20151227_233326_780.wav,Myonat,0.58
SR2_20151228_200439_460.wav,Myonat,0.72
SR2_20151228_200603_899.wav,Myonat,0.66
SR2_20151228_201445_813.wav,Myonat,0.51
SR2_20151229_200202_108.wav,Myonat,0.98
SR2_20151231_180706_467.wav,Myonat,0.99
SR2_20151220_164207_807.wav,Pippip,0.98
SR2_20151220_164223_163.wav,Pippip,0.99
SR2_20151221_035300_637.wav,Pippip,0.96
SR2_20151223_010150_360.wav,Pippip,0.95
SR2_20151223_010152_560.wav,Pippip,0.96
SR2_20151223_010157_560.wav,Pippip,0.66
SR2_20151230_224344_425.wav,Pippip,0.64
SR2_20151231_041043_197.wav,Pippip,0.97
SR2_20151231_054644_448.wav,Pippip,0.97
SR2_20151231_054645_595.wav,Pippip,0.97
