Group.1,Aposyl,Barbar,bird,chirp,Chobru,Condor,Confus,criq,Eptser,Homsap,Inssp5,Inssp6,Inssp7,Lamsp.,Leppun,mamm,Metbra,Micagr,Micmin,Mussp,Myoalc,Myobec,Myobra,Myodau,Myomys,Myonat,noise,Nyclei,Nycnoc,Omovir,Pelrid,Phafal,Phogri,Pipnat,Pippip,Pippyg,Plaalb,Pleaur,Ratnor,Rhifer,Rhihip,Roeroe,Tetvir,FreqM,FreqP,FreqC,Tstart,Tend,NbCris,DurMed,Dur90,Ampm50,Ampm90,AmpSMd,DiffME,SR,Order,Ind,SpMaxF2,Version
SR2_20171226_152214_000.wav,0.044,0.004,0.08,0.008,0,0.008,0.014,0,0.028,0.018,0,0,0,0,0.078,0.048,0.008,0,0,0.01,0,0.01,0,0.002,0,0.002,0.158,0.038,0.04,0,0,0,0.11,0.008,0.034,0.054,0.072,0.04,0.01,0,0,0.022,0.052,29,26.2,26.2,0,0.1,1,29,29,314.8,314.8,135,302.8,192000,N1,0.158,noise,5
SR2_20171228_064703_000.wav,0.008,0.048,0.058,0.002,0.004,0.054,0.12,0,0.044,0.008,0.022,0.016,0.008,0.06,0.082,0.01,0.042,0,0.004,0.008,0.028,0.064,0.036,0.08,0.042,0.232,0.694,0.034,0.018,0.006,0,0.024,0.132,0.03,0.144,0.078,0.082,0.04,0.002,0.052,0.082,0.054,0.128,49,94.1,84.8,0,2.6,54,1,6,1132,2639.5,503,983.8,192000,N1,0.694,noise,5
SR2_20171228_064719_000.wav,0.012,0.032,0.032,0.002,0.002,0.058,0.172,0,0.036,0.008,0.008,0.016,0.01,0.056,0.054,0.014,0.024,0,0.002,0.004,0.018,0.02,0.02,0.032,0.032,0.062,0.608,0.032,0.012,0.002,0,0.02,0.078,0.016,0.12,0.062,0.072,0.022,0.002,0.01,0.034,0.04,0.056,49,95.2,17.2,0,1,15,1,6,1606,2732.1,497,741.8,192000,N1,0.608,noise,5
SR2_20171228_064732_000.wav,0.006,0.036,0.028,0.002,0.006,0.068,0.168,0,0.042,0.018,0.014,0.022,0.012,0.038,0.058,0.012,0.024,0,0,0.006,0.008,0.022,0.028,0.032,0.026,0.17,0.598,0.042,0.012,0.002,0,0.026,0.088,0.014,0.092,0.054,0.142,0.026,0.002,0.014,0.03,0.034,0.092,49,95.2,93.8,0,1.8,41,1,5,2280.1,2865.1,846,1579.6,192000,N1,0.598,noise,5
SR2_20171228_064809_000.wav,0.01,0.054,0.028,0.004,0.004,0.056,0.16,0,0.072,0.01,0.016,0.03,0.012,0.11,0.076,0.008,0.026,0.002,0.002,0.006,0.016,0.028,0.028,0.062,0.03,0.132,0.626,0.058,0.022,0.004,0,0.038,0.078,0.022,0.164,0.058,0.082,0.058,0.002,0.026,0.072,0.04,0.094,49,21.8,20.2,0,1.3,79,0,6,1314.8,2675.8,360,1109.8,192000,N1,0.626,noise,5
SR2_20171228_064821_000.wav,0.012,0.056,0.052,0.002,0.002,0.056,0.114,0,0.048,0.01,0.018,0.028,0.008,0.12,0.094,0.01,0.032,0.002,0.002,0.004,0.028,0.034,0.026,0.07,0.048,0.208,0.664,0.042,0.02,0.002,0.002,0.034,0.1,0.03,0.162,0.092,0.088,0.03,0.002,0.082,0.07,0.044,0.076,49,75,29.2,0,1.8,63,1,4,1472.2,3073.5,413,1392.3,192000,N1,0.664,noise,5
SR2_20171228_064830_000.wav,0.004,0.032,0.028,0.004,0.002,0.048,0.09,0,0.036,0.014,0.008,0.02,0.004,0.034,0.054,0.016,0.032,0,0.002,0.006,0.018,0.028,0.038,0.042,0.032,0.09,0.6,0.038,0.012,0.002,0,0.022,0.066,0.032,0.132,0.076,0.066,0.038,0.004,0.046,0.036,0.024,0.066,49,75.4,74.2,0,1,11,1,4,2046.1,2770.6,592,1731,192000,N1,0.6,noise,5
SR2_20171228_064833_000.wav,0.006,0.04,0.024,0.002,0.006,0.044,0.126,0,0.054,0.012,0.016,0.01,0.002,0.058,0.046,0.014,0.036,0.002,0,0.002,0.012,0.05,0.034,0.08,0.04,0.274,0.622,0.076,0.018,0.004,0,0.032,0.066,0.02,0.128,0.064,0.078,0.036,0.002,0.032,0.044,0.048,0.092,48,18.8,15.4,0,1.2,28,1,12,1460,2258.3,437,587.4,192000,N1,0.622,noise,5
SR2_20171228_064836_000.wav,0.012,0.054,0.042,0.004,0.008,0.07,0.134,0.002,0.05,0.016,0.024,0.026,0.02,0.086,0.106,0.016,0.032,0,0.002,0.012,0.032,0.03,0.036,0.05,0.046,0.224,0.636,0.062,0.02,0.004,0,0.034,0.164,0.028,0.158,0.078,0.136,0.048,0.002,0.028,0.138,0.044,0.084,49,77.2,48.8,0,2.4,79,1,5,977.2,2317.6,229,778.7,192000,N1,0.636,noise,5
SR2_20171228_064850_000.wav,0.008,0.04,0.028,0.002,0.004,0.052,0.11,0,0.044,0.016,0.026,0.016,0.006,0.056,0.082,0.01,0.032,0,0,0.004,0.016,0.024,0.03,0.054,0.032,0.086,0.642,0.074,0.02,0.002,0,0.02,0.084,0.036,0.114,0.084,0.082,0.036,0.006,0.038,0.072,0.032,0.044,79,88.9,84,0,1.8,41,1,2,196.5,2500.9,72,66.6,192000,N1,0.642,noise,5
SR2_20171228_064855_000.wav,0.014,0.048,0.032,0.006,0.006,0.056,0.19,0.002,0.052,0.02,0.012,0.022,0.006,0.052,0.046,0.012,0.036,0,0,0.006,0.018,0.024,0.024,0.04,0.03,0.24,0.642,0.062,0.016,0.002,0,0.046,0.116,0.022,0.112,0.064,0.134,0.036,0.004,0.022,0.066,0.088,0.07,49,20.6,15.8,0,1.4,44,1,4,1879.1,2806.2,671,1590,192000,N1,0.642,noise,5
SR2_20171228_064859_000.wav,0.008,0.048,0.044,0.002,0.002,0.062,0.104,0,0.044,0.012,0.012,0.02,0.006,0.084,0.08,0.012,0.034,0,0.002,0.004,0.014,0.04,0.03,0.036,0.036,0.114,0.592,0.028,0.016,0.004,0,0.032,0.11,0.028,0.102,0.064,0.092,0.034,0.006,0.026,0.05,0.052,0.13,49,69.8,70.9,0,1.1,31,0,7,251.8,2409.4,90,169.9,192000,N1,0.592,noise,5
SR2_20171228_064914_000.wav,0.01,0.038,0.06,0.002,0.01,0.072,0.2,0,0.03,0.012,0.016,0.034,0.04,0.106,0.088,0.012,0.058,0.002,0.002,0.01,0.014,0.036,0.028,0.066,0.052,0.256,0.754,0.042,0.02,0.006,0,0.06,0.1,0.026,0.08,0.062,0.136,0.032,0.006,0.056,0.058,0.096,0.114,48,84,42.8,0,1.5,213,1,6,379,997.8,109,237.3,192000,N1,0.754,noise,5
SR2_20171228_065008_000.wav,0.008,0.05,0.034,0.002,0.01,0.076,0.124,0,0.036,0.018,0.02,0.05,0.016,0.12,0.078,0.014,0.03,0,0.002,0.006,0.014,0.024,0.03,0.032,0.028,0.122,0.644,0.05,0.018,0.004,0,0.054,0.09,0.018,0.082,0.058,0.124,0.028,0.004,0.028,0.034,0.088,0.102,49,45,18,0,1.1,152,0,3,1184.7,2221.7,381,855.1,192000,N1,0.644,noise,5
