Group.1,Aposyl,Barbar,bird,chirp,Chobru,Condor,Confus,criq,Eptser,Homsap,Inssp5,Inssp6,Inssp7,Lamsp.,Leppun,mamm,Metbra,Micagr,Micmin,Mussp,Myoalc,Myobec,Myobra,Myodau,Myomys,Myonat,noise,Nyclei,Nycnoc,Omovir,Pelrid,Phafal,Phogri,Pipnat,Pippip,Pippyg,Plaalb,Pleaur,Ratnor,Rhifer,Rhihip,Roeroe,Tetvir,FreqM,FreqP,FreqC,Tstart,Tend,NbCris,DurMed,Dur90,Ampm50,Ampm90,AmpSMd,DiffME,SR,Order,Ind,SpMaxF2,Version
SR2_20180530_204928_000.wav,0.008,0.09,0.016,0.004,0,0.046,0.054,0,0.024,0.002,0.004,0.014,0.014,0.026,0.026,0.01,0.012,0.002,0.002,0.004,0.088,0.024,0.074,0.116,0.082,0.03,0.248,0.03,0.018,0.002,0,0.006,0.046,0.262,0.764,0.194,0.084,0.088,0.014,0.038,0.142,0.058,0.056,52,54,45.8,0,0.9,30,3,13,73.7,170.7,26,62.1,192000,N1,0.764,Pippip,5
SR2_20180530_211330_000.wav,0.01,0.01,0.016,0.004,0,0.014,0.008,0,0.016,0,0.002,0,0.004,0.014,0.008,0.006,0.004,0.002,0.014,0.002,0.012,0.006,0.018,0.016,0.006,0.004,0.158,0.048,0.032,0.002,0,0.002,0.026,0.034,0.218,0.876,0.018,0.006,0.016,0.084,0.146,0.016,0.026,54,53.2,53.2,0,2.1,19,7,15,51.4,116.3,12,37.8,192000,N1,0.876,Pippyg,5
SR2_20180530_211335_000.wav,0.014,0.02,0.026,0,0.002,0.02,0.014,0,0.008,0.002,0.002,0.002,0.006,0.036,0.018,0.006,0.002,0.004,0.01,0.002,0.004,0.002,0.018,0.028,0.018,0.014,0.212,0.046,0.022,0,0,0.002,0.02,0.076,0.154,0.87,0.008,0.008,0.01,0.06,0.1,0.026,0.02,55,54,53.2,0,1.5,12,7,19,51.1,112.8,12,36.3,192000,N1,0.87,Pippyg,5
SR2_20180601_210222_000.wav,0.022,0.016,0.04,0.002,0.002,0.02,0.014,0,0.042,0.004,0.002,0.004,0.008,0.012,0.022,0.018,0.002,0.002,0.008,0.01,0.01,0.004,0.014,0.018,0.024,0.01,0.178,0.018,0.028,0,0,0.004,0.036,0.032,0.17,0.87,0.028,0.008,0.028,0.078,0.142,0.02,0.064,58,55.5,55.5,0,2,27,4,9,43.5,112.5,14,27.9,192000,N1,0.87,Pippyg,5
SR2_20180602_001659_000.wav,0.002,0.046,0.004,0,0,0.004,0.004,0,0.038,0.002,0.002,0.004,0,0.02,0.014,0,0.002,0,0,0,0.064,0.092,0.12,0.266,0.228,0.19,0.048,0.044,0.008,0,0,0.002,0.008,0.058,0.172,0.102,0.004,0.066,0,0.02,0.022,0.008,0.004,53,56.2,48,0,0.8,9,2,3,132.9,236.3,46,93.1,192000,N1,0.266,Myodau,5
SR2_20180614_223443_000.wav,0.012,0.036,0.032,0.002,0.004,0.076,0.234,0,0.03,0.014,0.018,0.022,0.01,0.084,0.08,0.014,0.072,0.002,0.002,0.004,0.018,0.03,0.048,0.06,0.044,0.156,0.622,0.04,0.02,0.008,0,0.018,0.15,0.028,0.112,0.078,0.154,0.036,0.004,0.074,0.094,0.098,0.112,49,72,54,0,1.4,95,4,21,377.8,648.2,106,194.7,192000,N1,0.622,noise,5
SR2_20180614_224206_000.wav,0.02,0.074,0.044,0.004,0.004,0.092,0.184,0.002,0.03,0.016,0.024,0.028,0.04,0.122,0.206,0.022,0.052,0.002,0.002,0.004,0.024,0.034,0.032,0.058,0.046,0.2,0.73,0.04,0.024,0.006,0,0.032,0.126,0.036,0.09,0.074,0.158,0.036,0.008,0.098,0.118,0.112,0.136,49,48.4,33,0,1,83,2,5,60,492.6,29,48.9,192000,N1,0.73,noise,5
SR2_20180614_230117_000.wav,0.018,0.07,0.05,0.004,0.01,0.126,0.162,0.004,0.042,0.012,0.016,0.034,0.01,0.112,0.078,0.032,0.056,0.002,0.002,0.008,0.04,0.03,0.036,0.076,0.054,0.21,0.718,0.038,0.022,0.006,0,0.03,0.148,0.054,0.138,0.086,0.13,0.036,0.008,0.066,0.14,0.104,0.228,49,54.8,34.5,0,2.2,165,2,6,579.6,1177,192,538.5,192000,N1,0.718,noise,5
SR2_20180614_230348_000.wav,0.02,0.06,0.084,0.002,0.004,0.082,0.176,0.002,0.03,0.032,0.034,0.024,0.016,0.088,0.122,0.03,0.068,0.002,0.002,0.008,0.032,0.032,0.032,0.058,0.046,0.178,0.72,0.022,0.022,0.004,0,0.02,0.17,0.044,0.1,0.172,0.146,0.03,0.004,0.098,0.102,0.064,0.124,49,48,31.5,0,1.1,72,2,8,71.8,537.9,29,51,192000,N1,0.72,noise,5
SR2_20180619_230952_000.wav,0.01,0.032,0.064,0.002,0.008,0.03,0.07,0,0.036,0.02,0.022,0.014,0.002,0.046,0.084,0.014,0.036,0.002,0.002,0.008,0.01,0.022,0.032,0.04,0.03,0.134,0.458,0.034,0.014,0.002,0,0.034,0.186,0.04,0.096,0.082,0.108,0.034,0.004,0.018,0.032,0.046,0.086,49,58.9,17.2,0,1.1,16,3,7,488.9,1334.4,201,467.3,192000,N1,0.458,noise,5
