Group.1,Aposyl,Barbar,bird,chirp,Chobru,Condor,Confus,criq,Eptser,Homsap,Inssp5,Inssp6,Inssp7,Lamsp.,Leppun,mamm,Metbra,Micagr,Micmin,Mussp,Myoalc,Myobec,Myobra,Myodau,Myomys,Myonat,noise,Nyclei,Nycnoc,Omovir,Pelrid,Phafal,Phogri,Pipnat,Pippip,Pippyg,Plaalb,Pleaur,Ratnor,Rhifer,Rhihip,Roeroe,Tetvir,FreqM,FreqP,FreqC,Tstart,Tend,NbCris,DurMed,Dur90,Ampm50,Ampm90,AmpSMd,DiffME,SR,Order,Ind,SpMaxF2,Version
ECC_20180407_181222_511.wav,0.018,0.014,0.04,0.002,0,0.046,0.082,0,0.038,0.008,0.03,0.016,0.014,0.048,0.29,0.016,0.014,0.002,0,0.006,0.008,0.006,0.012,0.032,0.016,0.02,0.284,0.036,0.034,0,0,0.016,0.142,0.026,0.058,0.044,0.216,0.022,0.004,0.006,0.006,0.02,0.066,36,39,35.6,0,0.1,4,1,3,51.5,240.5,19,43.7,192000,N1,0.29,Leppun,5
ECC_20180407_191226_543.wav,0.016,0.02,0.028,0.018,0,0.01,0.004,0,0.014,0,0,0,0.002,0.002,0.03,0.016,0.008,0.004,0.002,0.002,0.02,0.004,0.024,0.028,0.02,0.004,0.056,0.01,0.022,0,0,0.002,0.018,0.09,0.912,0.124,0.004,0.01,0.02,0.026,0.03,0.016,0.022,57,46.9,46.5,0,0.9,10,18,25,115.9,157.5,43,108,192000,N1,0.912,Pippip,5
ECC_20180407_191920_020.wav,0.06,0.026,0.068,0.004,0,0.01,0.012,0,0.196,0.008,0,0.002,0.002,0.004,0.02,0.09,0.006,0.004,0,0.012,0.002,0.002,0.004,0.016,0.002,0.014,0.256,0.162,0.71,0.002,0,0.012,0.108,0.05,0.04,0.06,0.106,0.036,0.012,0.004,0.004,0.032,0.12,21,21,21,0,3.7,11,18,51,28.4,129.8,11,22.1,192000,N1,0.71,Nycnoc,5
ECC_20180407_191924_425.wav,0.068,0.036,0.088,0.006,0,0.006,0.016,0,0.086,0.012,0,0.002,0.002,0.002,0.042,0.052,0.002,0,0,0.008,0,0,0.004,0.006,0.002,0.002,0.068,0.14,0.352,0,0,0.002,0.036,0.034,0.046,0.044,0.042,0.022,0.008,0.004,0.004,0.012,0.038,21,21,21,0,0.7,3,38,39,93.3,108,38,85.2,192000,N1,0.352,Nycnoc,5
ECC_20180407_192434_448.wav,0.014,0.014,0.016,0.002,0.002,0.008,0.006,0,0.03,0.006,0,0,0.004,0.004,0.008,0.008,0.008,0.008,0.012,0.004,0.008,0.002,0.03,0.02,0.02,0.002,0.064,0.012,0.02,0.002,0,0,0.014,0.058,0.32,0.868,0.016,0.004,0.02,0.07,0.15,0.018,0.02,54,52.5,52.5,0,2.2,24,14,22,59.7,114.2,20,49.5,192000,N1,0.868,Pippyg,5
ECC_20180407_193214_219.wav,0.014,0.048,0.012,0.002,0,0.004,0.01,0,0.026,0.002,0.002,0.002,0.002,0.002,0.008,0.008,0.004,0.004,0.002,0.002,0.014,0.008,0.018,0.048,0.048,0.006,0.026,0.008,0.016,0,0,0,0.006,0.086,0.9,0.09,0.002,0.014,0.026,0.024,0.03,0.006,0.012,52,49.5,47.2,0,1.2,13,6,13,43.9,89.3,17,40.7,192000,N1,0.9,Pippip,5
ECC_20180407_193216_455.wav,0.012,0.024,0.016,0.004,0,0.016,0.022,0,0.04,0.002,0.006,0,0.002,0.02,0.028,0.014,0.012,0.004,0.008,0.004,0.022,0.03,0.056,0.086,0.066,0.044,0.122,0.016,0.022,0,0,0.002,0.026,0.154,0.908,0.094,0.022,0.028,0.016,0.028,0.026,0.012,0.01,54,47.2,47.2,0,2.7,25,24,27,118.2,198.9,46,107.9,192000,N1,0.908,Pippip,5
ECC_20180407_195140_303.wav,0.012,0.034,0.006,0.002,0,0.006,0.008,0,0.032,0,0.002,0.002,0,0.006,0.024,0.014,0.004,0,0.004,0,0.012,0.004,0.026,0.04,0.028,0.014,0.048,0.03,0.042,0,0,0.002,0.036,0.144,0.806,0.1,0.016,0.012,0.01,0.02,0.034,0.022,0.032,50,45.8,45.8,0,0.8,6,15,16,47.1,69.2,16,38.7,192000,N1,0.806,Pippip,5
ECC_20180407_195427_753.wav,0.006,0.01,0.012,0.006,0,0.004,0.006,0,0.024,0.002,0.004,0.002,0.002,0.008,0.016,0.006,0.006,0.006,0.02,0.002,0.008,0.002,0.04,0.026,0.012,0.008,0.082,0.018,0.03,0,0,0,0.014,0.062,0.308,0.872,0.012,0.004,0.01,0.04,0.082,0.006,0.01,56,54.8,54.8,0,1.9,14,18,28,50.3,201.4,17,39,192000,N1,0.872,Pippyg,5
ECC_20180407_200821_909.wav,0.04,0.03,0.04,0.004,0.002,0.01,0.016,0,0.034,0.002,0.002,0.004,0.018,0.008,0.07,0.026,0.008,0.006,0.002,0.008,0.058,0.02,0.03,0.068,0.102,0.012,0.076,0.024,0.09,0,0,0.006,0.106,0.134,0.76,0.162,0.082,0.016,0.016,0.018,0.028,0.014,0.03,49,48,45,0,1.1,8,6,17,18.7,80.8,5,11.5,192000,N1,0.76,Pippip,5
ECC_20180407_204111_901.wav,0.024,0.084,0.064,0.024,0,0.012,0.008,0,0.07,0.008,0.002,0.002,0.006,0.004,0.018,0.044,0.004,0.064,0.006,0.01,0.006,0.006,0.01,0.074,0.022,0.008,0.06,0.028,0.082,0,0,0.002,0.016,0.774,0.164,0.074,0.014,0.018,0.016,0.038,0.016,0.012,0.052,39,38.2,38.2,0,2.2,11,22,37,52,168.7,19,41.2,192000,N1,0.774,Pipnat,5
ECC_20180407_212503_709.wav,0.042,0.18,0.014,0.016,0,0.006,0.002,0,0.062,0.002,0,0,0.002,0.002,0.014,0.012,0.004,0.032,0.006,0.006,0.002,0.004,0.002,0.024,0.004,0,0.016,0.036,0.042,0,0,0,0.002,0.722,0.106,0.028,0.004,0.008,0.022,0.01,0.008,0.004,0.006,37,36.8,36.8,0,1.5,7,27,33,87,119.5,34,76.4,192000,N1,0.722,Pipnat,5
ECC_20180407_212709_548.wav,0.02,0.016,0.022,0.006,0,0.004,0.01,0,0.024,0.002,0,0,0.004,0.02,0.022,0.014,0.004,0.006,0.026,0.002,0.018,0.002,0.038,0.03,0.034,0.004,0.132,0.018,0.028,0,0,0.002,0.026,0.082,0.23,0.748,0.014,0.006,0.012,0.046,0.074,0.022,0.018,55,52.5,52.5,0,1.3,7,12,22,46.8,93.3,13,38.3,192000,N1,0.748,Pippyg,5
