Group.1,Aposyl,Barbar,bird,chirp,Chobru,Condor,Confus,criq,Eptser,Homsap,Inssp5,Inssp6,Inssp7,Lamsp.,Leppun,mamm,Metbra,Micagr,Micmin,Mussp,Myoalc,Myobec,Myobra,Myodau,Myomys,Myonat,noise,Nyclei,Nycnoc,Omovir,Pelrid,Phafal,Phogri,Pipnat,Pippip,Pippyg,Plaalb,Pleaur,Ratnor,Rhifer,Rhihip,Roeroe,Tetvir,FreqM,FreqP,FreqC,Tstart,Tend,NbCris,DurMed,Dur90,Ampm50,Ampm90,AmpSMd,DiffME,SR,Order,Ind,SpMaxF2,Version
SR2_20160120_154800_000.wav,0.016,0.002,0.13,0,0,0.002,0.02,0,0.01,0.014,0.006,0,0,0.006,0.018,0.014,0.004,0,0,0,0,0,0,0.006,0.006,0.004,0.396,0.018,0.012,0.004,0,0.002,0.11,0.006,0.01,0.018,0.022,0.004,0.002,0,0,0.018,0.12,13,12.8,12.8,0.9,1,1,0,0,20.2,20.2,9,19.9,192000,N1,0.396,noise,5
SR2_20160120_154822_205.wav,0.018,0.018,0.086,0.004,0,0.094,0.076,0,0.016,0.012,0.018,0.008,0.014,0.108,0.192,0.042,0.048,0.002,0,0.006,0.034,0.014,0.022,0.11,0.108,0.086,0.608,0.032,0.01,0.002,0,0.034,0.216,0.034,0.096,0.082,0.096,0.03,0.012,0.008,0.018,0.042,0.172,44,42.8,13.9,0,1.1,7,2,9,35.4,157.3,18,31.3,192000,N1,0.608,noise,5
SR2_20160120_161802_000.wav,0.034,0.004,0.116,0,0.002,0.004,0.006,0,0.01,0.01,0.004,0,0,0.002,0.014,0.036,0.002,0,0,0.01,0,0.002,0.002,0.006,0,0.004,0.358,0.022,0.016,0,0,0.006,0.086,0.03,0.01,0.01,0.02,0.006,0.002,0,0.002,0.014,0.15,12,12.8,12.8,0.1,0.2,1,1,1,18.1,18.1,7,16.7,192000,N1,0.358,noise,5
SR2_20160120_162105_683.wav,0.014,0.018,0.05,0.004,0.002,0.02,0.042,0.002,0.02,0.006,0.01,0.008,0.042,0.016,0.302,0.014,0.018,0,0,0.006,0.016,0.018,0.03,0.052,0.044,0.026,0.216,0.024,0.022,0,0,0.006,0.146,0.042,0.056,0.034,0.136,0.026,0.006,0.01,0.006,0.024,0.046,44,36.8,17.6,0,0.1,2,3,14,11,727.9,5,3.6,192000,N1,0.302,Leppun,5
SR2_20160120_162336_375.wav,0.012,0.016,0.036,0.006,0.002,0.032,0.076,0,0.01,0.004,0.006,0.004,0.004,0.008,0.118,0.016,0.024,0,0,0.002,0.008,0.012,0.014,0.03,0.024,0.028,0.282,0.018,0.01,0.004,0,0.008,0.114,0.01,0.034,0.018,0.05,0.024,0.004,0.002,0.008,0.032,0.088,33,45,45,0,0.6,1,7,9,304,421.3,139,281.6,192000,N1,0.282,noise,5
SR2_20160120_171018_817.wav,0.022,0.012,0.082,0.004,0,0.002,0.014,0,0.028,0.008,0,0,0,0,0.108,0.022,0.004,0,0,0.002,0,0.01,0.006,0.016,0.004,0.012,0.272,0.048,0.024,0,0,0.008,0.086,0.008,0.03,0.03,0.048,0.036,0,0.002,0,0.01,0.042,17,11.2,12,0,0.2,1,120,120,197.6,197.6,75,173.4,192000,N1,0.272,noise,5
SR2_20160121_005400_943.wav,0.022,0.006,0.058,0.002,0.002,0.016,0.018,0,0.028,0.01,0,0,0,0,0.112,0.026,0.004,0,0,0.014,0.004,0,0,0.012,0.014,0.004,0.212,0.028,0.018,0.004,0,0,0.134,0.01,0.034,0.03,0.048,0.028,0,0.004,0,0.018,0.08,34,14.2,33.8,0,0.1,1,14,14,402.4,402.4,167,386.8,192000,N1,0.212,noise,5
SR2_20160121_005424_945.wav,0.008,0.018,0.054,0.008,0,0.052,0.044,0.002,0.02,0.006,0.01,0.01,0.006,0.01,0.454,0.018,0.012,0,0.004,0.004,0.014,0.004,0.02,0.046,0.03,0.026,0.344,0.032,0.016,0,0,0.006,0.162,0.018,0.082,0.022,0.068,0.02,0,0.018,0.026,0.02,0.084,43,38.6,43.5,0,0.1,3,2,6,71,244.1,31,68.9,192000,N1,0.454,Leppun,5
SR2_20160121_073550_827.wav,0.08,0.032,0.096,0.006,0.016,0.092,0.154,0.002,0.082,0.032,0.026,0.022,0.052,0.178,0.152,0.056,0.024,0.004,0.002,0.014,0.014,0.008,0.034,0.07,0.026,0.058,0.502,0.046,0.052,0.006,0,0.08,0.342,0.074,0.09,0.048,0.272,0.06,0.02,0.028,0.03,0.164,0.396,21,17.6,13.5,0,1.1,48,2,4,30.6,85.4,14,24.3,192000,N1,0.502,noise,5
SR2_20160121_073556_889.wav,0.052,0.052,0.138,0.004,0.008,0.114,0.178,0,0.04,0.042,0.024,0.042,0.04,0.178,0.124,0.082,0.038,0.002,0.002,0.008,0.024,0.012,0.02,0.082,0.062,0.14,0.506,0.074,0.028,0.004,0,0.05,0.282,0.048,0.078,0.086,0.202,0.044,0.016,0.036,0.036,0.108,0.208,35,34.5,33,0,1,37,1,4,29.7,145.7,13,24.1,192000,N1,0.506,noise,5
