filename,species,accuracy
SR2_20160509_034641_393.wav,Barbar,0.99
SR2_20160509_232934_376.wav,Barbar,0.99
SR2_20160505_220110_136.wav,Myodau,0.62
SR2_20160505_222819_300.wav,Myodau,0.62
SR2_20160505_222821_677.wav,Myodau,0.82
SR2_20160508_222643_244.wav,Myodau,0.61
SR2_20160509_230733_725.wav,Myodau,0.52
SR2_20160510_223134_333.wav,Myodau,0.73
SR2_20160512_035804_915.wav,Myodau,0.64
SR2_20160515_001243_311.wav,Myodau,0.52
SR2_20160516_233814_931.wav,Myodau,0.57
SR2_20160517_034519_027.wav,Myodau,0.62
SR2_20160520_235841_428.wav,Myodau,0.61
SR2_20160521_004541_533.wav,Myodau,0.69
SR2_20160521_004551_399.wav,Myodau,0.51
SR2_20160521_004709_080.wav,Myodau,0.54
SR2_20160521_004730_207.wav,Myodau,0.55
SR2_20160521_004742_041.wav,Myodau,0.93
SR2_20160521_004752_188.wav,Myodau,0.5
SR2_20160521_005432_184.wav,Myodau,0.68
SR2_20160521_030356_603.wav,Myodau,0.74
SR2_20160521_235029_205.wav,Myodau,0.6
SR2_20160522_015947_535.wav,Myodau,0.5
SR2_20160523_021210_716.wav,Myodau,0.97
SR2_20160501_215907_931.wav,Myonat,0.98
SR2_20160501_215912_201.wav,Myonat,0.96
SR2_20160502_024347_447.wav,Myonat,0.98
SR2_20160502_034600_480.wav,Myonat,0.67
SR2_20160502_224522_521.wav,Myonat,0.62
SR2_20160504_001619_387.wav,Myonat,0.99
SR2_20160504_232013_513.wav,Myonat,0.92
SR2_20160507_005321_773.wav,Myonat,0.76
SR2_20160508_221703_911.wav,Myonat,0.99
SR2_20160508_222550_816.wav,Myonat,0.75
SR2_20160509_005853_545.wav,Myonat,0.6
SR2_20160510_235942_585.wav,Myonat,0.99
SR2_20160512_020351_404.wav,Myonat,0.77
SR2_20160514_003100_953.wav,Myonat,0.9
SR2_20160514_030300_432.wav,Myonat,0.98
SR2_20160514_234745_943.wav,Myonat,0.57
SR2_20160515_024624_513.wav,Myonat,0.85
SR2_20160516_024038_652.wav,Myonat,0.6
SR2_20160518_013828_577.wav,Myonat,0.82
SR2_20160518_033402_965.wav,Myonat,0.61
SR2_20160519_005051_596.wav,Myonat,0.98
SR2_20160519_215329_613.wav,Myonat,0.99
SR2_20160519_215332_368.wav,Myonat,0.96
SR2_20160520_001823_988.wav,Myonat,0.98
SR2_20160520_235836_521.wav,Myonat,0.92
SR2_20160521_004536_153.wav,Myonat,0.98
SR2_20160521_015542_671.wav,Myonat,0.98
SR2_20160521_015626_025.wav,Myonat,0.98
SR2_20160523_033704_783.wav,Myonat,0.75
SR2_20160523_221649_449.wav,Myonat,0.7
SR2_20160517_234601_297.wav,Nycnoc,0.59
SR2_20160518_232707_324.wav,Nycnoc,0.74
SR2_20160422_205103_227.wav,Pippip,0.67
SR2_20160426_025235_516.wav,Pippip,0.72
SR2_20160426_031847_676.wav,Pippip,0.81
SR2_20160426_032453_577.wav,Pippip,0.76
SR2_20160426_045428_089.wav,Pippip,0.62
SR2_20160426_215600_252.wav,Pippip,0.54
SR2_20160426_231026_839.wav,Pippip,0.87
SR2_20160430_211122_163.wav,Pippip,0.96
SR2_20160430_215438_233.wav,Pippip,0.96
SR2_20160501_211729_456.wav,Pippip,0.98
SR2_20160501_212532_653.wav,Pippip,0.99
SR2_20160501_212537_364.wav,Pippip,0.97
SR2_20160501_222712_907.wav,Pippip,0.98
SR2_20160501_224639_765.wav,Pippip,0.98
SR2_20160501_224642_516.wav,Pippip,0.99
SR2_20160501_225401_468.wav,Pippip,0.99
SR2_20160501_233046_020.wav,Pippip,0.99
SR2_20160501_235538_328.wav,Pippip,0.98
SR2_20160502_004053_627.wav,Pippip,0.99
SR2_20160502_004058_627.wav,Pippip,0.98
SR2_20160502_005525_919.wav,Pippip,0.97
SR2_20160502_013228_725.wav,Pippip,0.86
SR2_20160502_031752_617.wav,Pippip,0.98
SR2_20160502_032747_849.wav,Pippip,0.97
SR2_20160502_041115_211.wav,Pippip,0.95
SR2_20160502_041118_221.wav,Pippip,0.75
SR2_20160502_044007_561.wav,Pippip,0.98
SR2_20160502_224735_164.wav,Pippip,0.92
SR2_20160503_205216_780.wav,Pippip,0.98
SR2_20160503_223343_821.wav,Pippip,0.93
SR2_20160503_223548_361.wav,Pippip,0.86
SR2_20160503_231118_672.wav,Pippip,0.83
SR2_20160503_235429_047.wav,Pippip,0.83
SR2_20160504_205732_993.wav,Pippip,0.98
SR2_20160504_223912_747.wav,Pippip,0.95
SR2_20160504_235450_815.wav,Pippip,0.97
SR2_20160505_020601_529.wav,Pippip,0.98
SR2_20160505_041742_195.wav,Pippip,0.98
SR2_20160505_041807_631.wav,Pippip,0.97
